Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,10,9,6,15,-15,45,41,-17
  └─ Profit from operations,14,17,15,27,24,62,75,116
  └─ Receivables,-7,-1,-7,-1,-43,-10,-35,-23
  └─ Inventory,-4,-7,-5,0,-38,-22,-49,-96
  └─ Payables,3,5,-0,-7,42,18,69,31
  └─ Loans Advances,-1,-2,1,-5,-1,-2,-14,-38
  └─ Other WC items,4,-2,3,-0,1,0,1,1
  └─ Working capital changes,-4,-8,-9,-12,-38,-16,-28,-125
  └─ Direct taxes,-0,-1,0,0,-2,-1,-6,-7
Cash from Investing Activity,-13,1,-6,-47,-17,-99,-127,-111
  └─ Fixed assets purchased,-6,0,-2,-47,-57,-73,-140,-83
  └─ Fixed assets sold,0,7,0,0,42,3,0,3
  └─ Investments sold,0,0,1,0,0,0,0,0
  └─ Interest received,0,0,0,0,0,0,0,1
  └─ Other investing items,-8,-7,-4,-0,-3,-29,13,-32
Cash from Financing Activity,4,-10,0,34,31,54,87,138
  └─ Proceeds from shares,0,0,0,5,0,11,18,101
  └─ Proceeds from borrowings,8,0,4,35,43,62,93,37
  └─ Repayment of borrowings,0,-4,-1,-3,-3,-0,0,-3
  └─ Interest paid fin,-4,-5,-3,-3,-9,-13,-19,-28
  └─ Other financing items,0,0,0,0,0,-6,-4,31
Net Cash Flow,-0,0,-0,2,-2,-0,0,10
  └─ Free Cash Flow,4,16,3,-32,-30,-25,-99,-97
  └─ CFO/OP,69%,60%,57%,112%,-57%,117%,64%,-9%
