Metric,Mar 2025,Mar 2026
Cash from Operating Activity,,-0.95
  └─ Profit from operations,,0.24
  └─ Receivables,,-16.78
  └─ Inventory,,-9.14
  └─ Payables,,25.81
  └─ Loans Advances,,7.51
  └─ Other WC items,,-8.32
  └─ Working capital changes,,-0.92
  └─ Direct taxes,,-0.27
Cash from Investing Activity,,0.00
Cash from Financing Activity,,-0.31
  └─ Proceeds from shares,,0.03
  └─ Repayment of borrowings,,-0.33
Net Cash Flow,,-1.25
  └─ Free Cash Flow,,-0.95
  └─ CFO/OP,,44%
