Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,55,117,57,171,245,193,304
  └─ Profit from operations,98,148,148,234,396,343,434
  └─ Receivables,-2,-5,-27,-8,-23,15,-11
  └─ Inventory,2,-21,-16,-6,-3,-13,-9
  └─ Payables,-15,27,1,11,2,-16,-4
  └─ Loans Advances,-6,0,0,0,0,0,0
  └─ Other WC items,-10,-14,-8,-14,-53,-71,-13
  └─ Working capital changes,-32,-14,-50,-16,-76,-85,-37
  └─ Direct taxes,-12,-17,-41,-47,-76,-65,-93
Cash from Investing Activity,-58,-114,-232,-123,-199,-122,-289
  └─ Fixed assets purchased,-41,-74,-109,-91,-128,-123,-178
  └─ Fixed assets sold,1,1,1,6,2,2,2
  └─ Investments purchased,-23,-45,-54,0,-12,-84,-9
  └─ Investments sold,0,0,0,0,0,62,45
  └─ Interest received,7,8,6,12,19,21,27
  └─ Invest in subsidiaries,0,0,0,-0,0,0,0
  └─ Loans to subsidiaries,0,0,0,0,0,0,1
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0
  └─ Other investing items,-2,-4,-76,-49,-79,-1,-176
Cash from Financing Activity,-26,-9,169,-5,-54,-56,0
  └─ Proceeds from shares,0,0,150,0,13,9,6
  └─ Proceeds from borrowings,1,5,60,34,3,32,78
  └─ Repayment of borrowings,-15,-23,-12,-20,-30,-42,-22
  └─ Interest paid fin,-5,-3,-8,-12,-13,-15,-18
  └─ Dividends paid,-6,-5,-5,-2,-19,-25,-25
  └─ Financial liabilities,-0,-3,-1,-5,-8,-15,-19
  └─ Other financing items,0,20,-15,0,0,0,0
Net Cash Flow,-29,-6,-5,43,-8,16,15
  └─ Free Cash Flow,14,43,-50,86,118,72,127
  └─ CFO/OP,69%,93%,70%,102%,82%,78%,97%
