Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2020,Mar 2021
Cash from Operating Activity,11,3,-17,,
  └─ Profit from operations,19,28,63,-2,3
  └─ Receivables,5,-4,-4,0,-4
  └─ Inventory,0,0,0,0,1
  └─ Payables,14,8,1,-5,-1
  └─ Other WC items,-21,-21,-65,-3,-16
  └─ Working capital changes,-3,-17,-68,-8,-21
  └─ Interest paid,0,0,0,-1,0
  └─ Direct taxes,-6,-8,-12,-0,0
  └─ Other operating items,0,0,0,-4,4
Cash from Investing Activity,-6,-8,47,,
  └─ Fixed assets purchased,-0.34,-3.15,-0.25,-7.17,-4.56
  └─ Fixed assets sold,2.76,-0.00,0.08,0.08,0.10
  └─ Interest received,3.44,3.45,4.16,1.33,-0.00
  └─ Redemp n Canc of Shares,5.18,-0.00,16.20,-0.00,-0.00
  └─ Other investing items,-17.15,-7.97,26.97,-6.35,6.81
Cash from Financing Activity,1,-5,-19,,
  └─ Proceeds from borrowings,27.36,13.25,0.05,19.49,10.34
  └─ Repayment of borrowings,-20.28,-10.02,-9.19,0.00,0.00
  └─ Interest paid fin,-4.35,-4.94,-4.93,-1.52,-3.65
  └─ Financial liabilities,-1.56,-3.75,-4.55,0.00,0.00
  └─ Other financing items,0.00,0.00,0.00,7.42,0.18
Net Cash Flow,6,-10,12,,
  └─ Free Cash Flow,13,-0,-17,,
  └─ CFO/OP,102%,46%,-8%,,
