Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,389,406,315,299,343,388,380,370,489,446,510
  └─ Profit from operations,386,433,386,399,456,428,408,475,581,583,739
  └─ Receivables,6,1,-2,-29,1,1,-4,-36,28,10,3
  └─ Inventory,-4,-3,1,4,1,-2,0,1,-2,-2,-1
  └─ Payables,-12,12,3,4,-3,4,11,19,-1,-16,8
  └─ Loans Advances,-0,0,0,-0,0,-0,-0,0,-0,0,-0
  └─ Other WC items,93,22,-21,-8,-47,17,27,18,21,10,-70
  └─ Working capital changes,83,32,-19,-29,-49,20,33,3,46,2,-61
  └─ Direct taxes,-80,-59,-53,-71,-64,-60,-61,-107,-138,-140,-167
Cash from Investing Activity,-285,-245,-129,-126,-85,-105,-166,-82,-111,-56,-18
  └─ Fixed assets purchased,-366,-143,-54,-31,-15,-45,-51,-58,-72,-95,-290
  └─ Fixed assets sold,0,0,0,0,0,1,0,0,0,0,0
  └─ Interest received,23,17,12,26,35,38,27,28,59,78,58
  └─ Other investing items,58,-118,-86,-120,-105,-98,-142,-52,-98,-39,214
Cash from Financing Activity,-0,-227,-204,-198,-250,-296,-220,-273,-370,-401,-495
  └─ Interest paid fin,-0,-0,-0,-0,-7,-6,-5,-0,-0,-0,-2
  └─ Dividends paid,0,-188,-169,-164,-188,-271,-193,-246,-338,-372,-464
  └─ Financial liabilities,0,0,0,0,-16,-19,-22,-26,-31,-28,-29
  └─ Other financing items,0,-38,-34,-34,-39,0,-0,-0,-0,-0,-0
Net Cash Flow,104,-66,-18,-25,8,-13,-6,15,8,-11,-3
  └─ Free Cash Flow,23,263,261,268,329,343,329,312,417,351,220
  └─ CFO/OP,123%,110%,98%,95%,91%,106%,107%,95%,109%,101%,96%
