Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,333,16,794,358,-1931,76,91,-719,100,64,-633,-77
  └─ Profit from operations,755,742,770,987,272,500,367,-6,231,-164,383,672
  └─ Receivables,-151,-191,-590,-270,-87,180,590,-98,-21,138,2,-2
  └─ Inventory,-853,-642,-323,-1070,269,-401,-531,278,-119,158,-1016,-565
  └─ Payables,0,363,876,620,-2379,-168,-241,-903,10,-5,-1,1
  └─ Loans Advances,228,0,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,483,-117,244,231,12,-26,-109,-9,-10,-63,-33,-187
  └─ Working capital changes,-293,-587,207,-488,-2185,-416,-291,-732,-139,227,-1048,-753
  └─ Direct taxes,-129,-140,-183,-141,-18,-8,15,19,8,0,33,4
Cash from Investing Activity,213,-25,-530,-378,978,38,94,115,30,7,2,3
  └─ Fixed assets purchased,-28.91,-3.71,-19.19,-29.74,-9.70,-2.11,-0.69,-3.71,-2.92,-0.13,-0.57,-3.34
  └─ Fixed assets sold,0.03,0.29,0.07,0.18,1.30,0.18,0.30,0.06,0.52,2.13,0.14,3.81
  └─ Investments purchased,0.00,7.07,-0.05,-8.32,0.00,0.00,-0.75,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,185.28,0.00,0.00,0.00,11.08,0.89,0.00,5.60,0.27,0.00,2.72,0.00
  └─ Interest received,23.47,18.46,24.89,47.74,45.54,14.67,8.58,3.23,2.25,0.71,0.63,2.62
  └─ Loans to subsidiaries,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10
  └─ Other investing items,33.21,-47.12,-535.78,-387.89,929.78,24.01,86.88,109.76,29.82,4.35,-0.43,-0.23
Cash from Financing Activity,-565,16,47,-4,652,-170,-156,570,-111,-108,688,147
  └─ Proceeds from shares,0,0,255,0,0,0,0,0,0,0,1175,0
  └─ Proceeds from borrowings,1,288,427,391,1066,192,222,729,4,0,0,0
  └─ Repayment of borrowings,-323,0,-248,-11,-33,-18,-12,-2,0,0,-496,-992
  └─ Interest paid fin,-211,-203,-314,-339,-340,-311,-367,-157,-115,-29,-43,-120
  └─ Dividends paid,-31,-69,-72,-45,-41,0,0,0,0,0,0,0
  └─ Financial liabilities,0,0,0,0,0,-34,0,0,0,0,0,0
  └─ Other financing items,0,0,0,0,0,0,0,0,0,-79,51,1259
Net Cash Flow,-19,7,312,-24,-302,-57,30,-34,19,-37,57,72
  └─ Free Cash Flow,304,13,775,328,-1940,74,91,-723,97,66,-633,-77
  └─ CFO/OP,63%,21%,128%,50%,-641%,18%,18%,812%,36%,-38%,-168%,-12%
