Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,0,1870,2916,3803
  └─ Profit from operations,-28,-28,1808,2256,3003
  └─ Receivables,0,0,15,54,-63
  └─ Inventory,0,0,-6,-6,-6
  └─ Payables,25,25,-53,185,301
  └─ Other WC items,2,2,142,437,641
  └─ Working capital changes,28,28,98,670,873
  └─ Direct taxes,0,0,-37,-9,-73
Cash from Investing Activity,0,0,-1033,-155,-271
  └─ Fixed assets purchased,0,0,-511,-181,-60
  └─ Investments purchased,0,0,-219,-1788,-1510
  └─ Investments sold,0,0,0,1684,0
  └─ Interest received,0,0,26,58,59
  └─ Other investing items,0,0,-329,73,1241
Cash from Financing Activity,0,0,-1224,-2186,-3869
  └─ Proceeds from shares,0,0,3803,0,0
  └─ Proceeds from borrowings,0,0,10880,4879,6138
  └─ Repayment of borrowings,0,0,-13380,-4409,-6681
  └─ Interest paid fin,0,0,-1668,-1159,-1441
  └─ Other financing items,0,0,-858,-1497,-1886
Net Cash Flow,0,0,-387,575,-337
  └─ Free Cash Flow,0,0,1359,2735,3742
  └─ CFO/OP,0%,0%,157%,131%,124%
