Metric,Mar 2016,Mar 2017
Cash from Operating Activity,-0.19,10.87
  └─ Profit from operations,0.64,1.95
  └─ Receivables,0.29,-0.01
  └─ Inventory,-17.35,13.69
  └─ Payables,0.15,-0.74
  └─ Loans Advances,16.03,-11.06
  └─ Other WC items,0.07,6.72
  └─ Working capital changes,-0.80,8.60
  └─ Interest paid,0.09,0.37
  └─ Direct taxes,-0.13,-0.93
  └─ Other operating items,0.00,0.89
Cash from Investing Activity,-2.65,-10.48
  └─ Fixed assets purchased,-0.28,-0.61
  └─ Investments purchased,-2.35,-9.96
  └─ Other investing items,-0.02,0.10
Cash from Financing Activity,-0.36,-0.60
  └─ Proceeds from shares,0.00,0.30
  └─ Interest paid fin,-0.09,-0.37
  └─ Dividends paid,-0.20,-0.34
  └─ Other financing items,-0.07,-0.19
Net Cash Flow,-3.20,-0.21
  └─ Free Cash Flow,-0.47,10.26
  └─ CFO/OP,-8%,584%
