Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018
Cash from Operating Activity,-14.05,9.50,3.47,-0.02,0.19
  └─ Profit from operations,0.07,0.11,0.14,0.13,0.17
  └─ Inventory,4.47,-0.80,0.18,-5.21,5.46
  └─ Payables,0.00,0.32,-0.33,0.00,0.00
  └─ Loans Advances,-15.59,11.39,3.94,-0.10,-2.09
  └─ Other WC items,-2.99,-1.52,-0.47,5.12,-3.30
  └─ Working capital changes,-14.11,9.40,3.32,-0.19,0.06
  └─ Direct taxes,0.00,0.00,0.00,0.04,-0.05
Cash from Investing Activity,0.38,0.70,-0.01,0.00,-0.01
  └─ Fixed assets purchased,0.00,0.00,-0.01,0.00,-0.01
  └─ Investments purchased,0.00,0.70,0.00,0.00,0.00
  └─ Investments sold,0.38,0.00,0.00,0.00,0.00
Cash from Financing Activity,13.52,-9.79,-3.69,0.00,0.00
  └─ Proceeds from borrowings,13.52,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,0.00,-9.79,-3.73,0.00,0.00
  └─ Other financing items,0.00,0.00,0.04,0.00,0.00
Net Cash Flow,-0.15,0.41,-0.23,-0.02,0.18
  └─ Free Cash Flow,-14.05,9.50,3.46,-0.02,0.18
  └─ CFO/OP,-3427%,2568%,1928%,-40%,141%
