Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1,-1,-1,-5,-15,-3
  └─ Profit from operations,-0.67,1.27,3.53,7.09,8.91,15.38
  └─ Receivables,0.54,-0.54,-1.79,-9.20,-2.47,-0.45
  └─ Inventory,0.86,-1.59,-2.90,-5.30,-6.48,-16.86
  └─ Payables,-0.33,0.50,0.68,0.78,-1.12,3.54
  └─ Loans Advances,-0.11,-0.02,-0.64,-0.39,-0.79,-2.91
  └─ Other WC items,0.37,-0.13,-0.05,2.45,-11.20,0.42
  └─ Working capital changes,1.33,-1.78,-4.69,-11.67,-22.06,-16.27
  └─ Direct taxes,0.12,-0.01,-0.01,-0.16,-2.18,-1.96
Cash from Investing Activity,-2,-0,1,-3,-2,-9
  └─ Fixed assets purchased,-0.23,-0.38,-0.13,-0.95,-1.86,-4.23
  └─ Fixed assets sold,0.02,0.00,0.00,0.00,0.00,0.00
  └─ Capital WIP,0.00,0.00,0.00,0.00,0.00,-7.62
  └─ Investments purchased,0.00,0.00,0.00,0.00,-0.10,-0.67
  └─ Interest received,0.07,0.14,0.13,0.22,1.29,0.76
  └─ Other investing items,-1.48,-0.09,0.52,-2.49,-1.57,2.66
Cash from Financing Activity,1,3,1,11,15,12
  └─ Proceeds from shares,0.00,0.00,4.15,5.66,22.28,0.00
  └─ Proceeds from borrowings,1.64,3.82,0.00,7.10,0.00,15.49
  └─ Repayment of borrowings,0.00,0.00,-2.06,0.00,-5.12,-1.37
  └─ Investment subsidy,0.00,0.00,0.00,0.00,0.00,-1.64
  └─ Interest paid fin,-0.77,-0.83,-0.85,-1.35,-1.76,0.00
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,-0.03
Net Cash Flow,0,2,1,3,-2,0
  └─ Free Cash Flow,1,-1,-1,-6,-17,-15
  └─ CFO/OP,-96%,-41%,-33%,-59%,-147%,-6%
