Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,-7,-87,-101
  └─ Profit from operations,,2,4,60
  └─ Receivables,,-35,-53,-216
  └─ Inventory,,18,-3,-4
  └─ Payables,,10,14,82
  └─ Other WC items,,-2,-48,-6
  └─ Working capital changes,,-10,-90,-144
  └─ Direct taxes,,-0,-1,-18
Cash from Investing Activity,,-29,-125,-5
  └─ Fixed assets purchased,,-0,-6,-1
  └─ Investments purchased,,-31,-120,-114
  └─ Interest received,,0,1,3
  └─ Other investing items,,3,0,107
Cash from Financing Activity,,37,315,14
  └─ Proceeds from shares,,37.66,255.34,13.14
  └─ Proceeds from borrowings,,0.00,59.88,7.64
  └─ Repayment of borrowings,,-0.57,0.00,0.00
  └─ Interest paid fin,,-0.03,-0.30,-0.27
  └─ Dividends paid,,0.00,0.00,-2.65
  └─ Financial liabilities,,0.00,0.00,-3.75
Net Cash Flow,,1,103,-92
  └─ Free Cash Flow,,-8,-93,-103
  └─ CFO/OP,,-392%,-3001%,-194%
