Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,257,283,360,306,362,327,608,513,283,522
  └─ Profit from operations,233,275,418,374,418,516,670,853,785,1211
  └─ Receivables,-79,-27,-6,19,-40,-53,-83,-31,-162,-176
  └─ Inventory,-44,-72,-23,-3,-82,-226,-82,-209,-143,-411
  └─ Payables,150,61,-28,-38,71,110,140,91,102,118
  └─ Other WC items,0,58,24,-24,17,17,36,-43,-224,-130
  └─ Working capital changes,26,20,-33,-46,-33,-152,11,-192,-428,-598
  └─ Direct taxes,-3,-12,-25,-22,-23,-37,-73,-148,-74,-91
Cash from Investing Activity,-319,-210,-359,-138,-95,-209,-683,-625,-1643,-1313
  └─ Fixed assets purchased,-322,-212,-361,-140,-99,-213,-345,-631,-992,-1188
  └─ Fixed assets sold,1,0,1,1,3,3,6,3,2,20
  └─ Investments purchased,0,-1,-0,-0,0,0,0,-0,-5,-4
  └─ Interest received,2,2,2,1,1,1,7,2,13,5
  └─ Other investing items,-0,0,-0,0,0,-0,-350,1,-661,-146
Cash from Financing Activity,78,-60,-18,-128,-296,-120,73,148,1393,827
  └─ Proceeds from shares,0,0,0,0,146,0,0,0,1180,0
  └─ Proceeds from borrowings,269,191,422,253,94,140,576,627,1291,1286
  └─ Repayment of borrowings,-101,-129,-297,-221,-416,-139,-372,-233,-784,0
  └─ Interest paid fin,-89,-113,-130,-138,-109,-77,-103,-172,-214,-312
  └─ Dividends paid,-1,-1,-1,-6,0,0,-8,-24,-24,-12
  └─ Financial liabilities,0,-9,-12,-17,-10,-42,-21,-50,-56,-135
  └─ Other financing items,0,0,0,0,0,-2,0,0,0,0
Net Cash Flow,16,12,-17,40,-28,-2,-2,36,34,36
  └─ Free Cash Flow,-64,71,-0,167,266,117,268,-115,-706,-647
  └─ CFO/OP,114%,100%,87%,82%,88%,68%,100%,75%,43%,50%
