Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,35,19,25,11,9,61,109,68,105
  └─ Profit from operations,45,42,42,58,56,64,84,98,124
  └─ Receivables,-1,-1,-3,-15,-32,-8,-20,-31,-61
  └─ Inventory,11,10,-30,10,-17,-16,13,-19,20
  └─ Payables,-1,-25,25,-46,23,25,44,36,61
  └─ Loans Advances,-0,1,0,-1,0,0,0,0,0
  └─ Other WC items,-13,3,4,11,-12,6,7,5,-23
  └─ Working capital changes,-5,-12,-4,-40,-38,6,44,-9,-4
  └─ Direct taxes,-5,-12,-13,-7,-9,-10,-19,-21,-15
Cash from Investing Activity,-11,-7,-14,-20,-155,-14,-92,-74,-92
  └─ Fixed assets purchased,-26,-9,-15,-6,-15,-71,-38,-52,-68
  └─ Fixed assets sold,1,0,0,0,0,1,0,0,0
  └─ Investments purchased,0,0,0,-15,-142,-37,-56,-35,-30
  └─ Investments sold,13,3,0,102,0,88,0,11,0
  └─ Interest received,0,1,1,2,3,5,2,2,1
  └─ Acquisition of companies,0,-0,0,-104,0,0,0,0,0
  └─ Other investing items,1,-1,0,0,0,0,0,0,5
Cash from Financing Activity,-26,-6,-5,1,130,-44,-15,1,-13
  └─ Proceeds from shares,0.00,4.82,0.00,0.00,165.00,0.00,0.00,4.43,4.04
  └─ Proceeds from borrowings,0.00,0.00,3.87,8.46,0.00,0.00,0.00,27.01,2.76
  └─ Repayment of borrowings,-20.01,-5.70,-6.35,-4.58,-25.20,-5.68,-0.34,0.00,0.00
  └─ Interest paid fin,-5.68,-4.95,-2.53,-1.37,-1.42,-0.79,-1.11,-4.38,-4.83
  └─ Dividends paid,0.00,0.00,0.00,0.00,0.00,-7.63,-8.30,-11.50,-12.16
  └─ Financial liabilities,-0.36,-0.39,-0.43,-0.47,-0.52,-1.32,-1.52,-14.54,-2.85
  └─ Other financing items,0.00,0.00,0.00,-1.27,-7.79,-28.33,-4.02,0.00,0.00
Net Cash Flow,-2,6,5,-8,-15,3,2,-5,0
  └─ Free Cash Flow,10,10,10,6,-6,-9,71,16,37
  └─ CFO/OP,102%,81%,113%,33%,34%,117%,163%,95%,115%
