Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,36,56,78,192,53,88,103,298,140,231,109,168
  └─ Profit from operations,27,43,72,156,78,89,452,467,178,217,216,218
  └─ Receivables,-39,15,-5,-49,-38,70,-137,8,44,8,-26,2
  └─ Inventory,16,-8,-56,59,-20,-108,95,-85,27,35,18,-66
  └─ Payables,38,11,78,27,73,76,-237,33,-10,28,-34,95
  └─ Loans Advances,-3,-4,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,-1,2,2,41,-7,-17,42,-5,-41,6,-2,-13
  └─ Working capital changes,10,16,19,78,8,20,-236,-48,21,77,-43,18
  └─ Direct taxes,-2,-3,-13,-42,-33,-21,-112,-122,-59,-62,-64,-67
Cash from Investing Activity,-6,-35,-12,-16,-55,-43,-21,-300,-15,44,235,-30
  └─ Fixed assets purchased,-3.01,-34.87,-13.67,-28.32,-36.55,-16.50,0.00,-13.49,-5.23,-21.37,-6.07,-35.17
  └─ Fixed assets sold,0.04,0.00,0.02,0.22,0.19,0.02,0.13,0.00,0.16,0.21,0.20,0.40
  └─ Investments purchased,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.22,1.12,0.00,0.49,0.00,0.00,0.00,0.00
  └─ Interest received,1.74,2.06,1.99,12.02,3.01,4.37,5.66,15.21,28.42,35.60,36.16,36.85
  └─ Other investing items,-3.55,-1.91,0.00,0.00,-21.43,-31.88,-26.51,-302.39,-38.67,29.54,204.87,-31.99
Cash from Financing Activity,-33,-23,-65,-149,-7,-10,-9,-50,-50,-324,-100,-100
  └─ Proceeds from borrowings,1,0,0,0,0,0,0,0,0,0,0,0
  └─ Repayment of borrowings,-18,-10,-53,-137,0,0,0,0,0,0,0,0
  └─ Interest paid fin,-14,-11,-10,-8,-1,-0,-1,0,0,0,0,0
  └─ Dividends paid,-2,-2,-2,-4,-6,-10,-8,-50,-50,-324,-100,-100
  └─ Other financing items,0,0,0,-0,0,0,0,0,0,0,0,0
Net Cash Flow,-3,-2,2,27,-8,35,74,-52,75,-49,244,39
  └─ Free Cash Flow,33,21,64,164,17,72,103,284,135,210,103,133
  └─ CFO/OP,150%,161%,143%,152%,109%,127%,48%,91%,112%,138%,81%,109%
