Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2,-0,5,5,7,6,10,1,13,1
  └─ Profit from operations,5.87,10.33,10.88,8.62,6.81,16.76,20.24,19.23,9.73,10.72
  └─ Receivables,-4.41,-7.80,-0.49,2.82,-4.39,-8.51,-13.23,-7.77,2.94,-14.08
  └─ Inventory,-0.16,-0.56,-0.31,-2.03,-1.39,-0.56,2.15,-0.02,-0.05,0.26
  └─ Payables,0.00,0.00,0.00,0.00,0.00,1.51,6.99,-4.66,-0.72,3.57
  └─ Loans Advances,-0.08,-1.24,-0.29,-0.50,-0.44,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,2.09,1.07,-2.40,-3.69,4.58,-1.30,-4.32,-1.55,3.92,0.75
  └─ Working capital changes,-2.56,-8.52,-3.49,-3.39,-1.65,-8.87,-8.40,-14.00,6.09,-9.49
  └─ Direct taxes,-0.99,-1.89,-2.31,-0.61,1.42,-2.06,-1.79,-4.69,-3.13,0.00
Cash from Investing Activity,-7,1,-10,-10,-2,-0,-5,1,-0,4
  └─ Fixed assets purchased,-7.70,-1.11,-11.30,-11.11,-2.92,-0.06,-10.74,-12.53,-3.03,-1.20
  └─ Fixed assets sold,1.18,1.76,1.57,1.16,0.84,3.57,1.26,11.24,4.57,3.44
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,-0.13,0.00,0.00,-1.86,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,0.00,0.02,1.82,0.00,1.34
  └─ Dividends received,0.01,0.01,0.01,0.01,0.00,0.00,0.05,0.03,0.03,0.01
  └─ Investment in group cos,0.00,0.00,0.00,0.00,-0.11,0.00,0.00,0.00,0.00,0.00
  └─ Acquisition of companies,0.00,0.00,0.00,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,-0.09,-0.03,0.18,0.00,0.00,-3.67,4.13,0.00,0.05,0.56
Cash from Financing Activity,3,2,5,4,-2,-7,-2,-3,-9,-7
  └─ Proceeds from shares,0.00,2.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,3.72,3.85,9.00,7.51,3.46,5.64,7.24,8.20,1.05,0.25
  └─ Repayment of borrowings,0.00,-2.30,-0.65,0.00,-1.52,-8.25,-6.03,-6.72,-6.16,-3.07
  └─ Interest paid fin,-2.63,-3.13,-3.34,-3.47,-4.16,-4.00,-3.58,-4.76,-4.08,-4.01
  └─ Other financing items,1.42,0.59,0.08,0.09,0.09,-0.02,0.04,0.02,0.00,0.00
Net Cash Flow,-2,2,1,-1,2,-1,2,-2,3,-1
  └─ Free Cash Flow,-4,1,-5,-5,5,9,1,-1,14,3
  └─ CFO/OP,42%,15%,59%,57%,72%,46%,56%,27%,162%,15%
