Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-4.19,2.95,-1.44,0.54,-4.33,-1.02,-0.20,2.07,0.34,1.90
  └─ Profit from operations,1.15,0.63,-1.33,-1.25,-1.93,-0.48,-1.00,1.48,1.85,1.45
  └─ Receivables,-4.48,3.19,-1.29,0.20,-0.29,1.96,0.65,-0.35,-2.59,2.74
  └─ Inventory,-8.34,8.51,8.29,-0.18,8.46,0.67,-0.19,1.03,0.74,-1.11
  └─ Payables,6.35,-4.49,-2.50,-0.25,0.23,0.16,-0.31,-0.21,0.10,0.36
  └─ Operating borrowings,0.00,0.00,0.00,1.19,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,1.47,-4.74,-4.60,0.81,-10.79,-3.33,0.64,0.12,0.24,-1.54
  └─ Working capital changes,-5.01,2.46,-0.11,1.78,-2.40,-0.54,0.80,0.59,-1.51,0.45
  └─ Direct taxes,-0.34,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Investing Activity,-2.14,-2.78,0.00,0.00,0.68,0.03,0.00,0.00,0.51,-0.35
  └─ Fixed assets purchased,-0.04,-1.10,0.00,0.00,0.00,0.00,0.00,-0.01,-0.01,-0.10
  └─ Fixed assets sold,0.00,0.02,0.00,0.00,0.20,0.03,0.00,0.00,0.00,0.00
  └─ Investments purchased,-2.09,-1.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00
  └─ Other investing items,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.01,-0.48,-0.25
Cash from Financing Activity,5.86,1.66,-0.05,-0.84,3.68,1.20,-0.05,-1.86,-0.61,-1.48
  └─ Proceeds from shares,6.86,0.00,0.00,0.00,0.00,0.00,1.75,0.00,0.00,4.50
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,3.90,10.08,0.00,0.27,0.97,0.22
  └─ Repayment of borrowings,0.00,0.00,-0.05,-0.84,-0.21,-8.57,-1.81,-2.13,-1.54,-6.20
  └─ Other financing items,-1.00,1.66,0.00,0.00,0.00,-0.32,0.01,0.00,-0.04,0.00
Net Cash Flow,-0.47,1.82,-1.49,-0.30,0.03,0.22,-0.25,0.21,0.24,0.06
  └─ Free Cash Flow,-4.23,1.87,-1.44,0.54,-4.13,-0.99,-0.20,2.06,0.33,1.80
  └─ CFO/OP,-168%,154%,-3600%,-284%,203%,170%,14%,-2588%,25%,-339%
