Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Cash from Operating Activity,16,22,23,23,
  └─ Profit from operations,14.69,24.91,23.56,23.37,
  └─ Receivables,1.92,-4.63,-3.18,-2.31,
  └─ Inventory,-1.72,-3.72,-1.63,-1.08,
  └─ Payables,-1.88,7.16,3.67,2.30,
  └─ Loans Advances,3.24,-0.35,-0.89,0.28,
  └─ Other WC items,0.26,1.17,3.19,2.05,
  └─ Working capital changes,1.82,-0.37,1.16,1.25,
  └─ Direct taxes,-0.55,-2.45,-1.35,-1.35,
Cash from Investing Activity,-32,-19,-21,-12,
  └─ Fixed assets purchased,-28.30,-25.62,-24.00,-21.29,
  └─ Fixed assets sold,0.32,4.76,2.51,10.31,
  └─ Investments purchased,0.00,0.00,0.00,-0.49,
  └─ Investments sold,0.00,1.12,0.17,0.00,
  └─ Investment income,-2.57,0.00,0.00,0.00,
  └─ Interest received,0.06,0.34,0.28,0.25,
  └─ Other investing items,-1.01,0.52,-0.31,-1.06,
Cash from Financing Activity,15,-0,-6,-10,
  └─ Proceeds from shares,0.00,0.00,0.00,2.06,
  └─ Proceeds from borrowings,19.50,6.03,4.78,4.77,
  └─ Repayment of borrowings,0.00,0.00,-0.61,-7.37,
  └─ Interest paid fin,-3.88,-6.81,-9.34,-8.72,
  └─ Dividends paid,-0.39,0.00,-0.66,-0.26,
  └─ Other financing items,0.00,0.47,0.00,-0.52,
Net Cash Flow,-0,3,-4,1,
  └─ Free Cash Flow,-12,1,2,12,
  └─ CFO/OP,105%,102%,101%,110%,
