Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity,5,4,13,36
  └─ Profit from operations,5.80,6.63,12.06,31.06
  └─ Receivables,6.03,-1.24,-11.17,-2.00
  └─ Inventory,0.01,0.00,-0.03,-0.03
  └─ Payables,-1.59,0.09,6.17,1.54
  └─ Other WC items,-3.95,-0.59,0.64,7.50
  └─ Working capital changes,0.50,-1.74,-4.39,7.01
  └─ Interest paid,0.00,0.00,-0.04,-0.05
  └─ Direct taxes,-0.84,-0.84,-1.34,-6.20
  └─ Other operating items,0.00,0.00,6.54,3.96
Cash from Investing Activity,-6,-4,-11,-34
  └─ Fixed assets purchased,-6.24,-3.93,-9.30,-32.20
  └─ Interest received,0.07,0.09,0.04,0.05
  └─ Other investing items,0.00,0.00,-1.27,-2.00
Cash from Financing Activity,0,0,0,-2
  └─ Interest paid fin,0.00,0.00,0.00,-2.48
  └─ Other financing items,0.00,0.22,0.00,0.43
Net Cash Flow,-1,0,2,-0
  └─ Free Cash Flow,-1,0,4,4
  └─ CFO/OP,74%,50%,118%,135%
