Metric,Mar 2006,Mar 2007
Cash from Operating Activity,-0.10,-3.96
  └─ Profit from operations,-0.17,-0.39
  └─ Receivables,-3.15,-1.05
  └─ Payables,2.88,-3.03
  └─ Working capital changes,-0.27,-4.08
  └─ Interest paid,0.34,0.51
Cash from Investing Activity,0.45,3.64
  └─ Fixed assets purchased,-0.02,-0.03
  └─ Fixed assets sold,4.18,3.25
  └─ Investments purchased,-3.71,0.00
  └─ Investments sold,0.00,0.42
Cash from Financing Activity,0.00,0.00
Net Cash Flow,0.35,-0.32
  └─ Free Cash Flow,4.06,-0.74
  └─ CFO/OP,43%,921%
