Metric,Mar 2025,Mar 2026
Cash from Operating Activity,-1.83,-0.29
  └─ Profit from operations,0.80,-0.30
  └─ Receivables,-0.09,0.36
  └─ Inventory,0.12,0.00
  └─ Payables,-0.41,0.00
  └─ Loans Advances,-1.74,0.00
  └─ Other WC items,-0.12,0.07
  └─ Working capital changes,-2.24,0.43
  └─ Direct taxes,-0.38,-0.42
Cash from Investing Activity,-45.46,0.44
  └─ Fixed assets purchased,-0.01,0.00
  └─ Investments purchased,-48.85,0.00
  └─ Investments sold,2.37,0.00
  └─ Interest received,1.02,1.06
  └─ Other investing items,0.00,-0.62
Cash from Financing Activity,46.71,-0.02
  └─ Proceeds from shares,46.73,0.00
  └─ Proceeds from borrowings,0.14,0.00
  └─ Interest paid fin,-0.16,-0.02
Net Cash Flow,-0.58,0.14
  └─ Free Cash Flow,-1.84,-0.29
  └─ CFO/OP,8%,-1%
