Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-52,-56,169,101,18,-109,76,315,22,-25,-54
  └─ Profit from operations,61,58,44,52,84,98,98,253,235,175,128
  └─ Receivables,-82,-200,263,-5,-16,-28,12,-5,-51,-1,48
  └─ Inventory,126,112,-262,-240,-49,12,-46,29,-103,-35,-182
  └─ Payables,-123,-1,109,34,3,-95,-6,14,-9,5,0
  └─ Other WC items,0,0,28,267,-14,-95,32,53,-5,-123,21
  └─ Working capital changes,-79,-89,138,56,-77,-206,-7,90,-168,-154,-113
  └─ Direct taxes,-34,-25,-12,-7,11,-1,-14,-29,-46,-46,-70
Cash from Investing Activity,64,45,-198,-312,-71,-3,-375,27,112,298,-292
  └─ Fixed assets purchased,-0,-0,-2,-9,0,0,-1,-0,-1,-3,-3
  └─ Fixed assets sold,0,0,0,0,0,1,0,0,0,0,0
  └─ Investments purchased,-2,0,-120,-0,0,0,-31,0,0,0,-265
  └─ Investments sold,0,0,0,0,0,13,0,228,4,104,167
  └─ Investment income,0,0,0,1,8,10,32,0,0,0,0
  └─ Interest received,45,49,1,0,0,0,0,35,38,40,29
  └─ Investment in group cos,0,0,0,0,0,0,-230,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,0,0,0,32
  └─ Acquisition of companies,0,0,0,-98,-73,0,0,0,-5,-0,0
  └─ Other investing items,21,-5,-77,-205,-6,-27,-145,-236,76,158,-252
Cash from Financing Activity,-14,8,40,203,60,144,274,-326,-155,-265,411
  └─ Proceeds from shares,0,0,0,0,0,0,0,1,0,0,892
  └─ Proceeds from borrowings,0,0,0,235,127,247,348,133,262,224,9
  └─ Repayment of borrowings,0,0,0,0,0,0,0,-359,-376,-424,-470
  └─ Interest paid fin,-0,-0,-5,-21,-62,-98,-75,-114,-84,-59,-13
  └─ Dividends paid,0,-3,-3,-11,-3,0,0,-2,-5,-5,-7
  └─ Financial liabilities,0,0,0,0,-2,-5,0,0,0,0,0
  └─ Other financing items,-14,11,47,0,0,0,0,16,49,0,0
Net Cash Flow,-2,-3,11,-8,7,32,-26,15,-21,8,65
  └─ Free Cash Flow,-52,-56,168,92,18,-108,75,314,21,-29,-58
  └─ CFO/OP,-31%,-54%,419%,207%,11%,-169%,122%,140%,29%,12%,13%
