Metric,Mar 2025,Mar 2026
Cash from Operating Activity,-11.78,0.86
  └─ Profit from operations,4.00,4.73
  └─ Receivables,-1.96,-1.26
  └─ Inventory,-5.13,4.12
  └─ Payables,0.69,-1.73
  └─ Loans Advances,-5.33,0.26
  └─ Other WC items,-2.73,-4.32
  └─ Working capital changes,-14.46,-2.93
  └─ Direct taxes,-1.32,-0.94
Cash from Investing Activity,-0.06,-16.41
  └─ Fixed assets purchased,-0.13,-0.27
  └─ Investments purchased,-0.01,-5.75
  └─ Investments sold,0.01,0.07
  └─ Interest received,0.07,0.01
  └─ Acquisition of companies,0.00,-10.47
Cash from Financing Activity,13.67,11.65
  └─ Proceeds from shares,15.66,0.00
  └─ Proceeds from borrowings,0.00,1.37
  └─ Repayment of borrowings,-1.75,0.00
  └─ Interest paid fin,-0.24,-0.26
  └─ Other financing items,0.00,10.54
Net Cash Flow,1.83,-3.90
  └─ Free Cash Flow,-11.91,0.59
  └─ CFO/OP,-287%,52%
