Metric,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Cash from Operating Activity,1,12,-23,-35,7,-28,30,-81,4,28
  └─ Profit from operations,0.67,0.20,3.29,10.22,9.67,10.89,13.34,14.94,17.21,11.68
  └─ Receivables,2.48,0.09,0.03,-1.35,0.23,-0.36,0.00,0.00,1.53,0.00
  └─ Inventory,-3.08,1.29,-1.39,-0.80,-1.06,1.91,0.00,0.00,0.00,0.00
  └─ Payables,-0.19,0.00,-0.01,0.20,0.03,0.08,0.00,0.00,0.63,1.16
  └─ Loans Advances,2.04,-3.55,-25.80,-42.28,-6.73,-35.86,17.87,-96.75,-10.92,21.97
  └─ Other WC items,-0.25,14.28,1.46,0.50,5.63,-3.53,-1.02,1.84,-2.36,-0.23
  └─ Working capital changes,1.00,12.11,-25.71,-43.74,-1.90,-37.76,16.85,-94.91,-11.11,22.90
  └─ Direct taxes,-0.26,-0.17,-0.54,-1.41,-1.05,-0.94,0.00,-0.55,-1.88,-6.79
  └─ Other operating items,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00
Cash from Investing Activity,-1,1,0,-0,0,-1,-0,-2,-0,20
  └─ Fixed assets purchased,-0.12,-0.08,-0.05,-0.05,-0.20,-0.24,-0.28,-0.58,-0.22,-0.46
  └─ Investments purchased,-1.20,0.00,0.03,-0.75,-0.04,-1.24,-0.41,-2.31,-11.18,-20.22
  └─ Investments sold,0.06,0.45,0.00,0.00,0.15,0.26,0.00,0.00,10.59,16.65
  └─ Interest received,0.08,0.32,0.19,0.30,0.29,0.29,0.31,0.15,0.39,0.01
  └─ Dividends received,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.01,0.00
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,24.15
  └─ Other investing items,0.00,0.01,0.00,0.00,0.00,-0.51,0.00,0.00,0.00,0.00
Cash from Financing Activity,-2,-11,25,33,-6,28,-29,85,-4,-56
  └─ Proceeds from shares,0,0,0,0,0,0,0,114,0,0
  └─ Proceeds from borrowings,0,0,0,41,3,0,0,0,3,0
  └─ Repayment of borrowings,-1,0,0,0,0,0,-17,-20,0,-52
  └─ Interest paid fin,-0,-1,-2,-8,-9,-8,-12,-8,-7,-3
  └─ Financial liabilities,0,0,0,0,0,0,0,-0,-1,-0
  └─ Other financing items,0,-10,26,0,0,36,0,0,0,0
Net Cash Flow,-1,2,2,-2,1,-1,1,2,-1,-8
  └─ Free Cash Flow,1,12,-23,-35,7,-28,30,-81,4,27
  └─ CFO/OP,73%,2863%,-657%,-320%,77%,-255%,241%,-568%,43%,119%
