Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,4,37,37,14,35,30,28,25,-12
  └─ Profit from operations,32.22,25.09,26.42,49.82,64.70,41.49,37.46,46.23,43.89
  └─ Receivables,-20.15,18.96,3.54,1.48,-22.76,6.90,-6.60,-11.80,-12.35
  └─ Inventory,-3.59,1.38,-0.99,-3.37,-9.76,-5.97,2.89,-5.99,-8.42
  └─ Payables,6.35,-2.07,12.31,1.50,-0.28,-2.47,0.21,4.55,3.15
  └─ Loans Advances,0.00,0.00,0.00,4.21,0.57,-5.38,2.54,1.54,-0.48
  └─ Other WC items,0.00,0.00,0.00,-28.44,16.47,5.25,0.27,1.14,-28.40
  └─ Working capital changes,-17.38,18.27,14.85,-24.62,-15.76,-1.68,-0.68,-10.55,-46.52
  └─ Direct taxes,-10.57,-6.62,-4.33,-10.89,-14.03,-9.41,-8.86,-10.28,-9.83
Cash from Investing Activity,-11,-39,-43,-20,-26,-24,-1,-7,-1
  └─ Fixed assets purchased,-14.89,-26.57,-30.51,-21.84,-29.46,-26.77,-4.07,-7.17,-15.73
  └─ Fixed assets sold,0.00,0.75,0.04,0.03,0.02,0.00,3.23,0.35,0.77
  └─ Investments purchased,0.00,-16.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,3.93,3.99,2.31,2.08,2.96,2.85,3.51,4.37,4.87
  └─ Acquisition of companies,0.00,0.00,-14.98,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,0.00,0.00,0.00,0.00,0.00,-3.59,-4.95,9.33
Cash from Financing Activity,8,2,6,10,-7,-10,-7,-7,-14
  └─ Proceeds from shares,9.50,7.13,1.13,2.40,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.01,0.13,0.00,0.00,0.00,0.00
  └─ Interest paid fin,-0.02,0.00,0.00,-0.25,-0.22,-0.15,-0.32,-0.12,-0.15
  └─ Dividends paid,-3.90,-5.45,-5.69,-5.94,-7.05,-9.50,-6.51,-6.51,-10.85
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-0.19,-0.07,-0.08,-2.85
  └─ Application money refund,2.38,0.00,10.83,13.31,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,-0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,1,-0,0,4,1,-3,20,11,-27
  └─ Free Cash Flow,-11,11,6,-8,5,4,27,19,-27
  └─ CFO/OP,46%,179%,172%,51%,75%,106%,102%,80%,-6%
