Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1,4,9,1,5,-3,6
  └─ Profit from operations,2,7,12,14,18,19,54
  └─ Receivables,-5,-2,-4,-9,-6,-16,-41
  └─ Inventory,0,-1,-0,-0,0,-0,-3
  └─ Payables,-1,-3,0,1,-0,1,3
  └─ Loans Advances,-1,1,-1,-0,0,-0,0
  └─ Other WC items,5,1,3,-3,-4,-4,-5
  └─ Working capital changes,-2,-3,-2,-11,-10,-20,-46
  └─ Direct taxes,-0,0,0,-2,-3,-2,-3
Cash from Investing Activity,-1,0,-3,-5,0,-8,-24
  └─ Fixed assets purchased,-2.53,-0.36,-1.30,-2.32,-2.38,-9.84,-31.22
  └─ Fixed assets sold,0.60,0.00,0.00,0.24,0.05,0.00,0.00
  └─ Interest received,0.01,0.01,0.35,0.56,1.38,1.75,0.29
  └─ Other investing items,0.55,0.40,-2.21,-3.56,1.39,0.21,7.25
Cash from Financing Activity,1,-3,-6,3,21,-3,16
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,56.55,0.00,4.53
  └─ Proceeds from borrowings,2.94,0.00,0.00,6.25,0.00,0.00,16.32
  └─ Repayment of borrowings,0.00,-1.96,-0.70,0.00,-24.11,-2.13,-5.77
  └─ Interest paid fin,-1.75,-1.29,-5.19,-4.12,-3.37,-1.56,-0.82
  └─ Other financing items,0.00,0.00,0.00,1.21,-7.62,0.96,1.51
Net Cash Flow,0,1,0,-0,27,-14,-2
  └─ Free Cash Flow,-1,4,8,-1,2,-13,-26
  └─ CFO/OP,32%,62%,81%,22%,41%,-6%,16%
