Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,55,37,14,-6,-6,22,-3,14
  └─ Profit from operations,40,25,42,67,52,51,61,52
  └─ Receivables,-43,67,-31,22,-106,11,55,-6
  └─ Inventory,73,-36,7,-100,18,-75,-17,14
  └─ Payables,-5,-6,4,5,-9,7,-6,-1
  └─ Loans Advances,0,0,0,24,3,-3,-52,5
  └─ Operating borrowings,0,0,0,-6,63,31,-59,-18
  └─ Other WC items,1,-8,1,-5,-12,10,26,-20
  └─ Working capital changes,26,17,-19,-59,-43,-18,-52,-26
  └─ Direct taxes,-11,-5,-9,-14,-15,-11,-11,-12
Cash from Investing Activity,-3,-0,-1,-16,-1,3,-10,-8
  └─ Fixed assets purchased,-3.64,-2.49,-0.71,-0.35,-5.20,-0.54,-1.93,-5.63
  └─ Fixed assets sold,0.00,0.06,1.01,0.00,0.03,0.00,0.06,5.11
  └─ Capital WIP,0.00,0.00,0.00,0.00,0.00,0.00,-7.57,-12.33
  └─ Investments purchased,0.00,0.00,-3.30,-19.05,0.00,-1.50,-4.00,-1.50
  └─ Investments sold,0.00,0.00,0.00,0.02,2.59,0.74,0.00,0.00
  └─ Interest received,2.26,2.27,1.69,3.01,1.42,3.94,3.72,7.18
  └─ Dividends received,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00
  └─ Other investing items,-1.39,-0.22,0.00,0.00,0.00,0.00,-0.29,-1.33
Cash from Financing Activity,-33,-54,-10,48,-9,-9,-11,-9
  └─ Proceeds from shares,0.00,0.00,0.00,49.38,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,18.21,0.14,11.62,0.11,0.00,0.00,0.00,1.22
  └─ Repayment of borrowings,-44.67,-49.33,-17.33,0.00,-0.12,-0.02,0.00,0.00
  └─ Interest paid fin,-6.76,-5.20,-4.64,-1.94,-9.35,-8.82,-11.08,-10.70
Net Cash Flow,19,-18,2,25,-17,15,-24,-4
  └─ Free Cash Flow,51,35,14,-7,-12,21,-12,2
  └─ CFO/OP,188%,173%,55%,11%,17%,67%,14%,52%
