Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2.12,2.54,
  └─ Profit from operations,5.07,4.34,
  └─ Receivables,1.14,4.45,
  └─ Inventory,-0.66,-1.77,
  └─ Payables,-0.02,-3.03,
  └─ Loans Advances,-2.43,-1.12,
  └─ Other WC items,0.88,1.40,
  └─ Working capital changes,-1.08,-0.08,
  └─ Direct taxes,-1.87,-1.72,
Cash from Investing Activity,-0.97,-2.09,
  └─ Fixed assets purchased,-1.02,-2.89,
  └─ Fixed assets sold,0.29,0.00,
  └─ Investments purchased,0.00,-0.07,
  └─ Subsidy received,0.17,0.04,
  └─ Interest received,0.08,0.16,
  └─ Other investing items,-0.49,0.68,
Cash from Financing Activity,-1.50,2.13,
  └─ Proceeds from shares,0.22,3.43,
  └─ Proceeds from borrowings,0.66,2.38,
  └─ Repayment of borrowings,-0.87,-1.06,
  └─ Interest paid fin,-1.14,-1.28,
  └─ Other financing items,-0.38,-1.34,
Net Cash Flow,-0.36,2.57,
  └─ Free Cash Flow,1.39,-0.35,
  └─ CFO/OP,73%,74%,
