Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1.22,4.07,4.81,4.05,-3.86,2.78,3.66
  └─ Profit from operations,3.63,3.24,3.83,4.50,4.80,3.42,6.49
  └─ Receivables,-0.48,0.15,0.17,-0.27,-4.44,-1.41,-7.34
  └─ Inventory,0.00,0.00,-0.02,0.02,0.00,0.00,-0.08
  └─ Payables,0.55,-0.42,-0.46,0.79,-0.16,-0.89,0.35
  └─ Loans Advances,-0.02,0.72,0.22,0.00,0.00,0.00,0.30
  └─ Other WC items,-2.16,0.62,0.78,-0.63,-3.56,1.94,4.00
  └─ Working capital changes,-2.11,1.08,0.68,-0.09,-8.16,-0.35,-2.77
  └─ Direct taxes,-0.30,-0.24,0.31,-0.35,-0.50,-0.30,0.00
  └─ Advance tax,0.00,0.00,0.00,0.00,0.00,0.00,-0.06
Cash from Investing Activity,-9.84,-0.61,-0.25,0.46,-3.36,-5.35,-0.99
  └─ Fixed assets purchased,-0.07,-0.06,0.00,-0.07,-2.31,-3.72,-0.10
  └─ Fixed assets sold,0.00,0.00,0.05,0.00,0.00,0.00,0.00
  └─ Investments purchased,-12.30,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.45,0.00,1.72,0.00,0.00,0.00
  └─ Interest received,0.06,0.06,0.09,0.58,0.40,0.56,0.00
  └─ Investment in group cos,0.00,0.00,0.00,-0.01,0.00,0.00,0.00
  └─ Other investing items,2.47,-1.07,-0.39,-1.77,-1.45,-2.20,-0.89
Cash from Financing Activity,9.34,-2.71,-4.42,-3.46,7.47,2.07,-1.10
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,11.76,0.00,0.00
  └─ Proceeds from borrowings,11.38,4.45,0.00,0.00,0.00,2.63,5.80
  └─ Repayment of borrowings,0.00,-4.82,-1.81,-1.18,-2.26,0.00,-4.41
  └─ Interest paid fin,-2.04,-2.33,-2.61,-2.29,-2.02,-1.21,-2.49
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,0.65,0.00
Net Cash Flow,0.71,0.75,0.14,1.05,0.25,-0.51,1.57
  └─ Free Cash Flow,1.15,4.01,4.86,3.98,-6.17,-0.94,3.56
  └─ CFO/OP,36%,118%,104%,97%,-68%,68%,70%
