Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-303,-495,-714,-735,-621,-724,-1047,-1356,-1405,-592
  └─ Profit from operations,91,156,267,421,548,718,944,1196,1522,1748
  └─ Payables,0,1,3,-0,1,6,1,-5,0,16
  └─ Loans Advances,0,0,0,-920,-879,-1126,-1553,-1965,-2141,-1482
  └─ Operating investments,-1,0,0,0,0,0,0,0,0,0
  └─ Other WC items,-345,-571,-826,1,1,1,-5,13,-6,17
  └─ Working capital changes,-344,-570,-823,-920,-877,-1119,-1557,-1957,-2147,-1449
  └─ Interest paid,-34,-52,-121,-181,-208,-206,-278,-408,-554,-658
  └─ Direct taxes,-16,-29,-37,-55,-84,-117,-156,-186,-226,-234
Cash from Investing Activity,2,8,0,-97,65,-62,111,21,-90,-72
  └─ Fixed assets purchased,0,-2,-3,-2,-1,-4,-3,-5,-7,-6
  └─ Fixed assets sold,0,0,0,0,0,0,0,0,0,0
  └─ Investments purchased,0,0,0,-1048,-229,-1026,-1588,-1443,-2878,-4287
  └─ Investments sold,0,0,0,1048,177,982,1639,1443,2878,4098
  └─ Investment income,0,0,0,3,0,0,0,4,8,17
  └─ Interest received,4,0,1,15,15,11,27,26,18,12
  └─ Dividends received,1,2,4,0,0,0,0,0,0,0
  └─ Other investing items,-3,8,-2,-112,103,-26,36,-5,-108,94
Cash from Financing Activity,300,534,764,1209,495,768,978,1224,1461,822
  └─ Proceeds from shares,273,0,2,803,4,581,15,13,15,17
  └─ Proceeds from debentures,0,0,0,50,25,0,0,100,1050,0
  └─ Redemption of debentures,0,0,0,-109,-242,-21,-21,-197,-34,0
  └─ Proceeds from borrowings,161,598,874,853,1158,1378,1954,2781,2628,3386
  └─ Repayment of borrowings,-133,-64,-111,-381,-446,-1147,-865,-1265,-1963,-2348
  └─ Interest paid fin,0,0,0,-1,-1,-1,-1,-1,-2,0
  └─ Dividends paid,0,0,0,0,0,0,-100,-199,-225,-225
  └─ Financial liabilities,0,0,0,-2,-3,-4,-5,-7,-8,-9
  └─ Other financing items,-2,0,0,-4,0,-19,0,0,0,0
Net Cash Flow,-1,47,51,377,-61,-18,42,-111,-34,158
  └─ Free Cash Flow,-303,-498,-717,-737,-622,-727,-1050,-1361,-1412,-599
  └─ CFO/OP,-306%,-303%,-262%,-164%,-100%,-90%,-99%,-102%,-80%,-20%
