Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,5,-1,0,7,3,6,5
  └─ Profit from operations,2.97,4.40,5.59,7.27,8.53,9.86,10.21
  └─ Receivables,-3.19,-1.84,-3.00,-3.83,-3.72,0.28,-2.79
  └─ Inventory,-2.03,-4.45,-2.34,1.15,0.90,-0.53,-7.77
  └─ Payables,6.45,2.55,1.31,3.60,0.05,-0.70,9.14
  └─ Loans Advances,-0.36,-0.39,-0.62,-0.12,-1.30,-1.02,-1.30
  └─ Other WC items,1.28,-0.41,0.48,0.05,0.35,0.09,-0.27
  └─ Working capital changes,2.16,-4.55,-4.17,0.85,-3.71,-1.88,-2.98
  └─ Direct taxes,-0.46,-0.56,-1.10,-1.45,-2.02,-2.34,-2.13
Cash from Investing Activity,-9,-1,-1,-4,-2,-2,-16
  └─ Fixed assets purchased,-9.23,-1.28,-0.87,-3.80,-2.44,-3.05,-16.37
  └─ Investments purchased,0.00,0.00,0.00,-0.25,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.05,0.20,0.00
  └─ Interest received,0.00,0.01,0.13,0.37,0.56,0.68,0.53
  └─ Other investing items,-0.19,0.00,-0.08,0.04,0.18,-0.18,0.00
Cash from Financing Activity,5,3,8,-3,-2,-2,7
  └─ Proceeds from shares,2.00,2.82,7.15,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,4.09,4.03,2.30,0.52,2.76,0.98,9.82
  └─ Repayment of borrowings,0.00,-1.73,0.00,-1.72,-2.31,-0.46,0.00
  └─ Interest paid fin,-0.55,-0.83,-0.78,-0.83,-0.92,-0.90,-0.75
  └─ Dividends paid,0.00,0.00,0.00,-0.38,-1.13,-1.50,-1.50
  └─ Other financing items,-0.54,-1.11,-0.21,-0.15,-0.34,0.00,-0.20
Net Cash Flow,0,1,8,0,-1,1,-3
  └─ Free Cash Flow,-5,-2,-1,3,0,3,-11
  └─ CFO/OP,195%,-4%,30%,135%,69%,90%,77%
