Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,54,32,28,27,-37,-31,27
  └─ Profit from operations,44.94,49.86,47.29,37.02,39.60,3.52,3.31
  └─ Receivables,18.02,-11.56,0.62,-4.87,-66.90,-18.62,29.99
  └─ Inventory,3.08,-11.03,-12.27,2.96,-32.80,-18.00,11.95
  └─ Payables,-7.66,8.66,2.26,-2.56,22.49,7.45,-11.35
  └─ Other WC items,-1.05,0.35,-1.54,1.98,5.93,-1.23,-5.83
  └─ Working capital changes,12.40,-13.59,-10.91,-2.49,-71.28,-30.39,24.76
  └─ Direct taxes,-3.65,-4.13,-8.19,-7.50,-5.57,-4.35,-0.60
Cash from Investing Activity,-11,-8,-28,-205,9,-6,-10
  └─ Fixed assets purchased,-10.16,-7.80,-12.11,-114.45,-103.52,-4.67,-9.02
  └─ Fixed assets sold,0.39,0.05,2.28,0.00,0.00,0.86,0.32
  └─ Investments purchased,0.00,0.00,-10.35,0.00,0.00,0.00,0.00
  └─ Investments sold,0.09,0.09,0.00,5.01,5.60,0.00,0.18
  └─ Interest received,0.11,0.20,0.56,1.36,0.94,0.01,0.02
  └─ Other investing items,-0.95,-0.51,-8.52,-97.18,106.01,-2.19,-1.93
Cash from Financing Activity,-46,-19,-3,183,24,37,-16
  └─ Proceeds from shares,0.00,0.00,0.00,101.58,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.00,83.76,0.00,53.90,0.00
  └─ Repayment of borrowings,-40.62,-15.46,-0.39,0.00,-21.51,0.00,-0.09
  └─ Interest paid fin,-5.06,-3.86,-2.95,-1.04,-4.46,-15.33,0.00
  └─ Dividends paid,0.00,0.00,0.00,0.00,0.00,0.00,-14.88
  └─ Financial liabilities,0.00,0.00,0.00,-1.60,-0.47,-1.16,-1.08
  └─ Other financing items,0.00,0.00,-0.13,0.00,50.75,0.00,0.00
Net Cash Flow,-3,5,-3,4,-4,0,1
  └─ Free Cash Flow,44,24,18,-87,-141,-35,19
  └─ CFO/OP,142%,76%,87%,97%,-91%,-1393%,-248%
