Metric,Mar 2019,Mar 2020,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3,3,-1,-17,0,8,3
  └─ Profit from operations,2.60,2.62,7.59,8.11,5.52,6.94,8.44
  └─ Receivables,-4.44,-0.26,-0.71,-2.01,-5.59,-0.11,-2.47
  └─ Inventory,2.21,0.18,0.00,-9.92,-4.39,-4.15,4.16
  └─ Payables,1.29,0.51,-0.65,0.28,0.69,-1.08,1.10
  └─ Loans Advances,0.00,0.00,0.00,0.00,0.00,0.00,-7.75
  └─ Operating borrowings,0.00,0.00,-0.07,-1.57,0.95,2.88,0.00
  └─ Other WC items,1.74,-0.25,-6.65,-10.51,3.93,3.23,-0.67
  └─ Working capital changes,0.80,0.18,-8.08,-23.74,-4.40,0.78,-5.63
  └─ Direct taxes,-0.08,-0.17,-0.30,-1.36,-0.93,-0.16,0.07
Cash from Investing Activity,-1,-1,-11,-20,-5,-6,-0
  └─ Fixed assets purchased,-1.07,-0.87,-1.10,-24.36,-5.78,-5.71,-1.34
  └─ Fixed assets sold,0.09,0.00,0.02,0.04,0.04,0.00,0.69
  └─ Capital WIP,0.00,0.00,-6.67,0.00,0.00,0.00,0.00
  └─ Interest received,0.00,0.00,0.03,0.32,1.22,0.19,0.64
  └─ Acquisition of companies,0.00,0.00,-3.08,0.00,0.00,0.00,0.00
  └─ Other investing items,0.03,-0.58,-0.16,4.10,0.00,0.00,0.00
Cash from Financing Activity,-2,-2,11,46,-5,-5,11
  └─ Proceeds from shares,0.00,0.00,0.00,66.30,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,13.95,8.92,0.17,0.69,1.98
  └─ Repayment of borrowings,-0.63,-0.33,-1.38,-18.46,-1.10,-2.85,-4.57
  └─ Interest paid fin,-0.99,-1.33,-1.21,-2.03,-3.11,-3.19,-2.47
  └─ Dividends paid,0.00,0.00,0.00,0.00,-1.29,0.00,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,-0.24
  └─ Other financing items,0.00,0.00,-0.24,-9.13,-0.15,-0.05,16.20
Net Cash Flow,1,-0,-1,9,-10,-3,14
  └─ Free Cash Flow,2,2,-9,-41,-6,2,2
  └─ CFO/OP,139%,136%,-7%,-216%,22%,172%,81%
