Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0,-0,1,-0,-1,0,0,-1,4,-0,-0,-2
  └─ Profit from operations,-0.18,-0.16,1.03,-0.16,-0.28,-0.10,0.64,1.21,1.74,0.73,2.67,3.51
  └─ Receivables,0.00,0.00,0.00,0.00,-0.79,0.79,-0.07,-0.86,0.79,-0.48,0.62,-6.29
  └─ Inventory,0.00,0.00,0.00,0.00,-0.85,0.85,-0.70,-0.93,0.78,0.42,-0.42,-0.19
  └─ Payables,0.01,0.00,0.00,0.00,1.27,-1.27,0.01,0.03,0.70,-0.05,-0.57,-0.12
  └─ Other WC items,0.11,-0.01,0.00,-0.01,0.06,-0.23,0.25,0.27,0.25,-0.84,-2.07,2.25
  └─ Working capital changes,0.12,-0.01,0.00,-0.01,-0.30,0.13,-0.50,-1.48,2.52,-0.96,-2.43,-4.34
  └─ Direct taxes,-0.33,-0.14,-0.16,-0.15,-0.10,0.02,-0.13,-0.24,-0.42,-0.24,-0.44,-0.95
Cash from Investing Activity,-1,0,0,0,1,0,-0,0,-3,0,1,3
  └─ Fixed assets purchased,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,0.00,0.00,0.00,-1.10,-1.75,-7.41,0.00,-0.12,-3.51,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.01,0.00,0.00,0.54,0.00,0.00,0.12,1.07,2.60
  └─ Interest received,0.64,0.76,0.68,0.71,0.51,0.34,0.03,0.01,0.06,0.01,0.10,0.24
  └─ Other investing items,-1.60,-0.46,-0.20,0.75,1.90,7.16,-0.70,0.58,0.17,0.13,-0.52,0.06
Cash from Financing Activity,0,0,0,0,0,0,0,0,-0,-0,-0,-0
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.32,-0.08,0.00,0.00,0.00
  └─ Interest paid fin,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,-0.01,-0.01,-0.03,-0.03
Net Cash Flow,-1,-0,1,-0,0,0,-0,0,0,-0,0,1
  └─ Free Cash Flow,-0,-0,1,-0,-1,0,0,-1,4,-0,-0,-2
  └─ CFO/OP,35%,94%,-210%,78%,203%,-1%,1400%,-33%,-83%,-575%,-17%,6%
