Metric,Mar 2023,Mar 2024
  └─ Profit from operations,867,877
  └─ Receivables,21,-11
  └─ Inventory,-620,425
  └─ Payables,-75,-68
  └─ Other WC items,-3,41
  └─ Working capital changes,-678,388
  └─ Direct taxes,-190,-184
  └─ Fixed assets purchased,-166,-96
  └─ Fixed assets sold,2,1
  └─ Interest received,5,5
  └─ Other investing items,190,-281
  └─ Proceeds from borrowings,192,0
  └─ Repayment of borrowings,0,-192
  └─ Interest paid fin,-27,-28
  └─ Dividends paid,-290,-346
  └─ Financial liabilities,-97,-112
  └─ Other financing items,49,56
