Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,940,2209,548,-23,566,-51,271,-315,-1293,747
  └─ Profit from operations,892,1251,975,543,202,418,553,586,223,-148
  └─ Receivables,21,82,-81,23,20,-61,43,-16,-38,123
  └─ Inventory,9,86,-181,-390,-94,-791,-896,-1317,-4605,-1898
  └─ Payables,124,22,383,-19,137,210,-64,-27,500,-307
  └─ Other WC items,-80,884,-353,-55,138,237,709,595,2722,3097
  └─ Working capital changes,74,1075,-231,-441,202,-404,-207,-765,-1419,1014
  └─ Direct taxes,-26,-117,-196,-125,163,-65,-75,-136,-97,-119
Cash from Investing Activity,-247,-195,-123,-241,-92,-176,138,-524,-438,-588
  └─ Fixed assets purchased,-157,-170,-94,-208,-88,-128,-121,-181,-286,-212
  └─ Fixed assets sold,11,18,18,5,3,3,133,6,166,126
  └─ Investments purchased,-101,-61,-58,-37,-42,-98,0,-280,-335,-441
  └─ Investments sold,0,0,0,0,0,49,131,0,0,0
  └─ Interest received,0,15,7,5,33,10,1,14,8,40
  └─ Dividends received,3,4,4,3,3,3,5,11,9,3
  └─ Investment in group cos,0,0,0,0,0,-15,-10,0,0,-102
  └─ Other investing items,-2,-0,-0,-9,0,0,0,-95,0,0
Cash from Financing Activity,-175,-1795,-677,392,-471,207,-553,1272,2218,299
  └─ Proceeds from shares,0,0,0,0,0,0,0,0,6,0
  └─ Proceeds from borrowings,2643,0,0,622,466,688,494,1984,2532,2076
  └─ Repayment of borrowings,-2235,-56,-323,-184,-785,-401,-929,-431,-31,-1467
  └─ Interest paid fin,-509,-453,-267,-80,-119,-84,-71,-175,-160,-252
  └─ Dividends paid,-61,-61,-73,-84,-34,-11,-45,-55,-55,-22
  └─ Financial liabilities,0,0,0,-3,-14,-4,-4,-3,-3,-2
  └─ Other financing items,-13,-1224,-15,120,14,20,1,-46,-71,-34
Net Cash Flow,518,219,-253,128,4,-21,-144,433,487,458
  └─ Free Cash Flow,794,2056,472,-225,481,-177,283,-490,-1413,661
  └─ CFO/OP,105%,289%,78%,18%,180%,3%,61%,-81%,-7452%,-233%
