Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3782,3903,3176,6972,-1614,2091,12728,21218,24151,23470
  └─ Profit from operations,2093,3131,378,5677,-445,1527,9985,17379,20066,21679
  └─ Receivables,-2,-67,-141,101,39,-120,-205,-120,-106,124
  └─ Inventory,-87,-20,-28,-75,-30,-92,-183,-34,-196,-164
  └─ Payables,1734,1955,1412,2119,-346,1439,4029,7038,9024,5541
  └─ Other WC items,469,-358,1651,-535,-755,-467,-509,-2534,-4205,-3453
  └─ Working capital changes,2114,1510,2894,1610,-1093,762,3133,4350,4518,2047
  └─ Direct taxes,-424,-738,-96,-315,-76,-198,-389,-511,-432,-257
Cash from Investing Activity,-3033,-4151,-2526,-4574,3179,1504,-4043,-11812,-12758,-1952
  └─ Fixed assets purchased,-237,-1220,-1712,-1088,-437,-347,-570,-1103,-1605,-1710
  └─ Fixed assets sold,613,0,5,27,16,7,4,594,12,7
  └─ Investments purchased,-12673,-15772,-15008,-23056,-12882,-20269,-29277,-23794,-22680,-44034
  └─ Investments sold,10123,13519,15220,20726,15479,19736,26286,19824,14658,44046
  └─ Interest received,346,531,501,369,137,92,157,576,1132,1353
  └─ Other investing items,-1205,-1209,-1532,-1551,867,2285,-643,-7910,-4276,-1615
Cash from Financing Activity,-1401,766,-592,-2407,-1775,-3088,-8432,-9978,-11015,-21276
  └─ Proceeds from shares,1,2508,-0,24,9,28,22,42,42,4
  └─ Proceeds from borrowings,-0,-0,48,42,4844,15236,-0,-0,-0,6
  └─ Repayment of borrowings,-0,-0,-256,-0,-3010,-13865,-1673,-282,-92,-0
  └─ Interest paid fin,-17,-21,-29,-34,-29,-1998,-2668,-3496,-4064,-4737
  └─ Dividends paid,-542,-1230,-231,-192,-0,-0,-0,-0,-0,-386
  └─ Financial liabilities,-48,-53,-77,-2208,-3590,-2489,-4114,-6242,-6901,-16180
  └─ Other financing items,-795,-438,-47,-40,-0,-0,-0,-0,-0,18
Net Cash Flow,-652,518,58,-9,-210,506,253,-573,378,241
  └─ Free Cash Flow,4158,2683,1469,5910,-2035,1750,12163,20709,22558,21767
  └─ CFO/OP,190%,153%,-2197%,178%,-10784%,398%,201%,133%,136%,198%
