Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-4,3,1,-22,23
  └─ Profit from operations,6.08,12.10,12.22,8.80,9.22
  └─ Receivables,3.36,1.65,-2.74,-26.70,22.45
  └─ Inventory,-8.32,-5.67,-6.30,0.09,-10.68
  └─ Payables,-1.96,-2.43,2.54,-0.41,-0.89
  └─ Loans Advances,-1.31,-7.85,3.03,-0.46,6.25
  └─ Other WC items,-1.50,5.79,-4.86,-1.01,-2.59
  └─ Working capital changes,-9.74,-8.50,-8.33,-28.49,14.55
  └─ Direct taxes,-0.25,-0.76,-2.94,-2.07,-0.32
Cash from Investing Activity,-3,-3,-4,-4,-4
  └─ Fixed assets purchased,-2.66,-3.07,-3.86,-3.88,-3.90
  └─ Fixed assets sold,0.00,0.00,0.04,0.02,0.01
  └─ Investments purchased,0.00,0.00,0.00,-0.77,-0.95
  └─ Investments sold,0.00,0.00,0.00,0.00,0.11
  └─ Interest received,0.14,0.20,0.24,0.28,0.36
Cash from Financing Activity,9,5,1,26,-17
  └─ Proceeds from shares,0.00,0.00,17.93,0.80,0.00
  └─ Proceeds from borrowings,11.84,8.91,0.00,29.48,0.00
  └─ Repayment of borrowings,0.00,-0.04,-13.68,-1.64,-13.99
  └─ Interest paid fin,-2.58,-3.53,-3.34,-2.67,-3.18
Net Cash Flow,3,5,-2,-0,2
  └─ Free Cash Flow,-7,-0,-3,-26,20
  └─ CFO/OP,-68%,31%,32%,-227%,266%
