Metric,Mar 2018,Mar 2019
Cash from Operating Activity,-0.17,-0.34
  └─ Profit from operations,0.15,-0.63
  └─ Receivables,-0.13,0.09
  └─ Payables,0.01,-0.02
  └─ Other WC items,-0.20,0.23
  └─ Working capital changes,-0.32,0.30
Cash from Investing Activity,-5.34,0.21
  └─ Fixed assets purchased,-0.40,-0.02
  └─ Investments purchased,-5.06,-0.40
  └─ Investments sold,0.00,0.39
  └─ Interest received,0.05,0.06
  └─ Dividends received,0.08,0.18
Cash from Financing Activity,5.69,0.00
  └─ Proceeds from shares,5.95,0.00
  └─ Other financing items,-0.26,0.00
Net Cash Flow,0.18,-0.13
  └─ Free Cash Flow,-0.57,-0.36
  └─ CFO/OP,-567%,103%
