Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1,-0,20,-11,13,-9
  └─ Profit from operations,1.83,1.63,19.79,29.17,41.37,42.72
  └─ Receivables,0.29,-2.58,-12.96,-20.09,-31.40,-15.39
  └─ Payables,-1.05,0.87,4.57,-5.01,3.86,0.05
  └─ Loans Advances,0.04,-0.06,-0.28,-1.64,1.95,-11.60
  └─ Other WC items,0.26,-0.33,12.14,-9.71,0.32,-18.78
  └─ Working capital changes,-0.46,-2.10,3.47,-36.46,-25.26,-45.71
  └─ Direct taxes,-0.14,-0.02,-0.57,-2.71,-3.02,-5.69
  └─ Other operating items,0.00,0.00,-2.34,-0.73,-0.05,0.14
Cash from Investing Activity,-1,-5,-19,-34,-9,-24
  └─ Fixed assets purchased,-4.21,-4.82,-13.91,-21.29,-15.56,-18.32
  └─ Fixed assets sold,0.02,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,-0.16,-0.21,-0.27,-13.18,0.00,-5.27
  └─ Investments sold,0.00,0.00,0.00,0.00,5.67,0.00
  └─ Interest received,0.07,0.18,0.23,0.45,0.86,0.84
  └─ Other investing items,3.20,0.18,-4.71,0.37,-0.39,-1.15
Cash from Financing Activity,-0,5,6,47,-1,30
  └─ Proceeds from shares,0.00,0.00,0.00,54.49,0.00,0.00
  └─ Proceeds from borrowings,1.04,6.23,2.60,0.00,1.32,32.54
  └─ Repayment of borrowings,0.00,0.00,0.00,-5.08,0.00,0.00
  └─ Interest paid fin,-1.30,-1.25,-1.48,-2.12,-2.01,-2.96
  └─ Other financing items,-0.06,0.07,4.52,-0.16,0.12,0.00
Net Cash Flow,-0,-0,7,3,3,-3
  └─ Free Cash Flow,-3,-5,6,-32,-3,-27
  └─ CFO/OP,59%,-15%,108%,-28%,40%,-7%
