Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-6,-24,-18,-11,-20
  └─ Profit from operations,1,-6,4,5,35
  └─ Receivables,0,-1,-2,0,2
  └─ Payables,0,-0,0,0,0
  └─ Loans Advances,-7,-25,-21,-3,-55
  └─ Other WC items,-1,7,1,-10,-1
  └─ Working capital changes,-7,-19,-22,-13,-54
  └─ Direct taxes,0,0,-1,-3,-1
  └─ Other operating items,0,1,0,0,0
Cash from Investing Activity,0,-17,-13,15,-81
  └─ Fixed assets purchased,-0,-2,-5,-0,-2
  └─ Investments purchased,0,-20,-7,0,-79
  └─ Investments sold,0,4,0,15,0
  └─ Other investing items,0,0,0,0,0
Cash from Financing Activity,6,44,29,-3,116
  └─ Proceeds from shares,6,7,47,0,30
  └─ Proceeds from borrowings,0,38,0,0,87
  └─ Repayment of borrowings,0,0,-17,-2,0
  └─ Dividends paid,0,-0,0,0,0
  └─ Financial liabilities,0,-1,-1,-1,-1
Net Cash Flow,0,3,-2,1,14
  └─ Free Cash Flow,-6,-25,-24,-11,-22
  └─ CFO/OP,-458%,-189%,-501%,270%,-59%
