Metric,Mar 2012,Mar 2013,Mar 2014
Cash from Operating Activity,-10.97,4.10,-0.34
  └─ Profit from operations,0.04,0.21,-0.09
  └─ Loans Advances,-11.09,3.96,-0.14
  └─ Operating borrowings,0.00,0.05,-0.04
  └─ Other WC items,0.08,-0.12,-0.07
  └─ Working capital changes,-11.01,3.89,-0.25
Cash from Investing Activity,-90.40,-4.00,0.38
  └─ Investments purchased,-90.40,-4.00,0.00
  └─ Investments sold,0.00,0.00,0.38
Cash from Financing Activity,95.86,0.00,0.00
  └─ Proceeds from shares,96.16,0.00,0.00
  └─ Other financing items,-0.30,0.00,0.00
Net Cash Flow,-5.51,0.10,0.04
  └─ Free Cash Flow,-10.97,4.10,-0.34
  └─ CFO/OP,-27425%,2050%,340%
