Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,-15,3,-21
  └─ Profit from operations,2.64,7.69,10.46,16.29
  └─ Receivables,1.25,-3.66,-3.29,-10.43
  └─ Inventory,0.03,-17.87,-2.77,-24.34
  └─ Payables,-4.09,2.18,-0.23,3.81
  └─ Loans Advances,-0.03,-0.17,-0.02,0.38
  └─ Other WC items,0.65,-2.95,0.82,-4.60
  └─ Working capital changes,-2.19,-22.47,-5.49,-35.18
  └─ Direct taxes,-0.02,-0.55,-1.97,-2.58
Cash from Investing Activity,-0,-2,-11,-2
  └─ Fixed assets purchased,-0.09,-1.79,-10.00,-3.12
  └─ Investments purchased,0.00,0.00,-1.03,0.00
  └─ Investments sold,0.00,0.00,0.00,1.03
  └─ Interest received,0.00,0.09,0.05,0.41
Cash from Financing Activity,-1,19,7,28
  └─ Proceeds from shares,0.00,25.80,0.00,21.12
  └─ Proceeds from borrowings,0.19,0.00,7.43,7.88
  └─ Repayment of borrowings,-0.31,-3.85,-0.02,-0.05
  └─ Interest paid fin,-0.43,-0.31,-0.54,-1.07
  └─ Other financing items,0.00,-2.89,0.00,-0.33
Net Cash Flow,-0,2,-1,4
  └─ Free Cash Flow,0,-17,-7,-25
  └─ CFO/OP,18%,-196%,48%,-116%
