Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity,32,23,11,16,3,91,-2,32,27
  └─ Profit from operations,31,35,35,44,36,45,58,64,57
  └─ Receivables,-4,-2,-9,-7,-4,2,-14,1,-7
  └─ Inventory,1,-4,-7,-4,-6,12,-19,-12,4
  └─ Payables,9,7,-3,3,-7,39,-11,-2,4
  └─ Loans Advances,5,1,7,-1,-5,5,1,1,-15
  └─ Working capital changes,11,2,-12,-9,-23,58,-42,-13,-15
  └─ Direct taxes,-10,-15,-12,-19,-10,-12,-18,-19,-15
Cash from Investing Activity,-14,-58,-4,-5,40,-73,-7,3,15
  └─ Fixed assets purchased,-1,-4,-4,-2,-1,-0,-1,-4,-2
  └─ Fixed assets sold,0,0,0,0,0,0,0,0,0
  └─ Investments purchased,-460,-589,-600,-1639,-1007,-594,-785,-791,-761
  └─ Investments sold,441,533,596,1629,1037,548,731,776,755
  └─ Interest received,0,0,0,1,2,5,4,4,6
  └─ Dividends received,7,2,3,6,8,5,6,14,17
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,3,0
  └─ Other investing items,0,0,0,0,0,-37,38,1,0
Cash from Financing Activity,-21,-5,2,-17,-33,-14,-8,-33,-30
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,0.05,0.00,5.33,0.00,0.00
  └─ Repayment of borrowings,0.00,0.00,0.00,-5.74,0.00,-13.58,0.00,-5.33,0.00
  └─ Dividends paid,-18.48,-5.34,-6.01,-11.03,-33.10,0.00,-13.08,-27.46,-29.95
  └─ Other financing items,-2.52,0.00,7.71,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-3,-40,9,-6,9,5,-17,2,12
  └─ Free Cash Flow,31,19,7,14,2,91,-3,28,25
  └─ CFO/OP,135%,107%,65%,79%,37%,227%,27%,80%,74%
