Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Cash from Operating Activity,-299,,12,28,302,-7,-50,-72,21,-121,-133,-263,
  └─ Profit from operations,2,,48,35,139,100,-37,-14,39,64,52,96,50
  └─ Receivables,-7,,-195,-36,-195,20,99,32,83,8,-87,-304,287
  └─ Inventory,29,,7,41,-1,1,1,2,0,0,0,0,42
  └─ Payables,-68,,56,195,96,-101,-81,0,45,-60,141,332,-52
  └─ Loans Advances,-146,,-39,-10,183,54,14,28,0,0,0,0,-488
  └─ Other WC items,-100,,119,-192,75,-76,-41,-101,-145,-131,-234,-394,-206
  └─ Working capital changes,-291,,-52,-1,157,-101,-9,-39,-17,-184,-180,-366,-419
  └─ Direct taxes,-9,,16,-6,6,-5,-4,-19,-1,-2,-5,7,-8
Cash from Investing Activity,22,,-6,21,-38,40,21,1,12,-24,4,-7,
  └─ Fixed assets purchased,-23.75,,-1.96,-1.24,-4.99,-1.48,-6.32,-0.01,-0.14,-0.05,-0.12,-0.85,-25.85
  └─ Fixed assets sold,0.14,,0.00,0.08,0.85,0.19,6.02,0.04,2.92,0.05,0.00,0.00,2.70
  └─ Investments purchased,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.34,0.00
  └─ Investments sold,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,199.07
  └─ Interest received,4.70,,4.39,14.07,10.19,9.19,1.20,5.79,3.13,1.37,3.17,1.72,11.59
  └─ Other investing items,40.70,,-8.06,8.45,-44.19,32.31,20.19,-4.79,6.57,-25.27,0.67,-6.58,-20.40
Cash from Financing Activity,306,,35,-81,-257,-52,25,68,-6,130,118,289,
  └─ Proceeds from shares,210,,265,35,0,0,0,0,350,100,200,325,300
  └─ Proceeds from borrowings,599,,110,20,0,20,136,69,168,54,3,7,225
  └─ Repayment of borrowings,-326,,0,-8,-161,-0,-6,0,-482,-4,-63,-25,-51
  └─ Interest paid fin,-176,,-275,-127,-96,-71,-106,0,-42,-19,-21,-18,-256
  └─ Financial liabilities,0,,0,0,0,0,0,-0,-1,-1,-1,0,0
  └─ Other financing items,0,,-65,0,0,0,0,0,0,0,0,0,0
Net Cash Flow,29,,42,-32,7,-19,-4,-3,27,-15,-11,19,
  └─ Free Cash Flow,-322,,11,26,298,-8,-50,-72,24,-121,-133,-264,
  └─ CFO/OP,433%,,-48%,215%,471%,-3%,79%,146%,-40%,-355%,-199%,-348%,
