Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0,0,-0,1,2,10,-19,-31,-28
  └─ Profit from operations,-0,1,-1,1,2,9,43,3,42
  └─ Receivables,-0,-0,0,-1,1,-0,-2,-0,-8
  └─ Inventory,0,0,0,0,0,0,-51,-18,-65
  └─ Payables,0,1,0,0,-0,0,-0,0,2
  └─ Loans Advances,0,0,1,0,0,-0,-1,1,-1
  └─ Other WC items,-0,-1,-1,-0,-0,2,-8,-2,9
  └─ Working capital changes,0,-0,1,-1,0,2,-62,-18,-63
  └─ Direct taxes,-0,-0,-0,0,-0,-0,0,-16,-7
  └─ Other operating items,0,0,0,0,0,0,0,0,0
Cash from Investing Activity,1,-0,-0,-1,-4,-8,-37,2,-9
  └─ Fixed assets purchased,-0.07,-0.06,-0.03,-0.05,-0.26,-1.01,-26.52,-3.56,-0.89
  └─ Fixed assets sold,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,0.00,-0.38,-0.40,-1.15,-7.37,-8.46,-14.75,-1.43,-18.44
  └─ Investments sold,0.36,0.00,0.00,0.15,0.18,2.68,11.42,4.01,10.00
  └─ Interest received,0.00,0.00,0.00,0.01,0.01,0.01,0.23,0.40,0.63
  └─ Other investing items,-0.12,0.01,0.12,0.01,3.10,-0.80,-7.59,2.22,0.00
Cash from Financing Activity,-0,0,1,1,3,-2,67,28,26
  └─ Proceeds from shares,0.00,0.00,0.00,2.01,3.71,0.00,26.87,15.16,0.00
  └─ Proceeds from borrowings,0.00,0.60,1.15,0.00,0.00,0.00,0.00,5.15,3.49
  └─ Repayment of borrowings,-0.13,0.00,0.00,-1.13,-0.54,-1.97,0.00,0.00,0.00
  └─ Interest paid fin,-0.23,-0.24,-0.30,-0.29,-0.24,-0.23,-0.18,-0.56,1.44
  └─ Dividends paid,0.00,0.00,0.00,0.00,0.00,0.00,-0.86,-0.70,-0.67
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.65
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,0.00,41.52,8.81,23.49
Net Cash Flow,-0,0,0,0,0,1,12,-2,-11
  └─ Free Cash Flow,0,0,-1,0,2,9,-45,-35,-29
  └─ CFO/OP,50%,36%,52%,50%,113%,120%,-39%,-321%,-49%
