Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0.56,2.20,-0.26,0.30,3.75,-5.08,4.14,9.84,11.96
  └─ Profit from operations,1.33,1.43,1.75,2.31,4.19,-4.90,1.33,9.45,7.25
  └─ Receivables,-0.65,0.11,-0.42,-0.42,0.63,-0.55,0.90,-1.84,0.20
  └─ Payables,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.91
  └─ Loans Advances,0.00,0.00,-0.49,-0.49,-1.13,0.00,0.00,0.00,0.00
  └─ Other WC items,0.02,1.01,-0.71,-0.71,1.36,0.58,1.91,2.52,0.00
  └─ Working capital changes,-0.63,1.12,-1.62,-1.62,0.86,0.03,2.81,0.68,5.11
  └─ Direct taxes,-0.15,-0.35,-0.39,-0.39,-1.29,-0.21,0.00,-0.30,-0.40
Cash from Investing Activity,0.01,-2.22,-0.38,-0.38,-4.10,-1.23,-6.27,-5.06,-18.16
  └─ Fixed assets purchased,0.00,-1.48,-0.05,-0.05,-11.18,-1.94,-6.87,-0.45,-8.34
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00
  └─ Investments purchased,-0.01,-0.21,0.00,0.00,-0.25,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.25,0.00
  └─ Interest received,0.06,0.07,0.12,0.12,0.59,0.79,0.66,0.79,1.24
  └─ Inter corporate deposits,-0.04,-0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,0.01,-0.44,-0.44,6.74,-0.72,-0.05,-5.67,-11.06
Cash from Financing Activity,-0.60,0.06,0.61,0.61,0.35,8.54,-0.09,-4.77,6.21
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.02,0.00,0.05,0.11,0.15
  └─ Proceeds from borrowings,0.00,0.07,0.69,0.69,0.36,8.91,0.90,0.00,6.30
  └─ Repayment of borrowings,-0.56,0.00,0.00,0.00,0.00,0.00,0.00,-4.50,0.00
  └─ Interest paid fin,-0.04,-0.01,-0.08,-0.08,-0.04,-0.37,-1.04,-0.39,-0.24
Net Cash Flow,-0.03,0.04,-0.03,0.53,0.00,2.22,-2.22,0.00,0.01
  └─ Free Cash Flow,0.56,0.72,-0.31,0.25,-7.43,-7.02,-2.73,9.41,3.62
  └─ CFO/OP,58%,183%,8%,39%,120%,98%,337%,109%,176%
