Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0.31,-1.08,1.10,5.35,4.06,1.83
  └─ Profit from operations,0.46,1.03,3.80,4.90,5.98,6.81
  └─ Receivables,1.16,-1.96,-3.37,-0.96,-7.74,-2.27
  └─ Inventory,-0.50,-1.60,-2.57,-0.66,-1.38,-4.73
  └─ Payables,0.29,2.42,1.74,0.45,6.89,5.35
  └─ Loans Advances,-1.91,-0.37,1.44,-0.08,0.61,-2.55
  └─ Other WC items,0.19,-0.55,0.14,1.87,0.32,0.12
  └─ Working capital changes,-0.77,-2.05,-2.62,0.62,-1.30,-4.08
  └─ Direct taxes,0.00,-0.07,-0.08,-0.17,-0.62,-0.90
Cash from Investing Activity,-2.02,-6.14,-3.44,-3.61,-2.30,-6.57
  └─ Fixed assets purchased,-1.86,-3.84,-5.24,-1.87,-2.28,-3.59
  └─ Investments purchased,0.00,-0.49,0.00,-1.87,0.00,-1.21
  └─ Investments sold,0.00,0.00,0.47,0.00,0.00,0.02
  └─ Investment income,0.00,0.00,0.00,0.05,0.00,0.00
  └─ Interest received,0.00,0.01,0.01,0.00,0.00,0.00
  └─ Other investing items,-0.15,-1.82,1.32,0.08,-0.02,-1.79
Cash from Financing Activity,2.95,6.71,2.42,-1.77,-0.68,8.08
  └─ Proceeds from shares,1.71,5.84,0.00,0.91,0.00,0.00
  └─ Proceeds from borrowings,1.40,2.77,4.47,0.04,0.10,8.92
  └─ Repayment of borrowings,0.00,-3.01,-1.43,-2.04,-0.55,0.00
  └─ Interest paid fin,-0.18,-0.48,-0.79,-0.67,-0.29,-0.80
  └─ Other financing items,0.03,1.60,0.17,-0.02,0.06,-0.04
Net Cash Flow,0.62,-0.51,0.07,-0.03,1.08,3.34
  └─ Free Cash Flow,-2.17,-4.92,-4.14,3.48,1.78,-1.76
  └─ CFO/OP,-67%,-99%,34%,116%,82%,41%
