Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,26,4,5,18,16,7
  └─ Profit from operations,18.64,17.98,24.40,28.26,34.15,39.76
  └─ Receivables,1.79,-17.36,-16.89,-18.80,-4.29,-21.39
  └─ Inventory,1.16,-0.40,0.47,-0.56,-0.29,0.14
  └─ Payables,-2.01,3.78,-2.33,3.85,0.61,-1.08
  └─ Loans Advances,3.38,-4.86,-0.89,-2.58,-1.91,-11.06
  └─ Other WC items,4.84,7.95,1.81,11.10,-10.25,10.35
  └─ Working capital changes,9.15,-10.89,-17.83,-6.99,-16.13,-23.05
  └─ Direct taxes,-2.28,-2.62,-1.49,-3.46,-2.44,-9.38
Cash from Investing Activity,-1,-2,-22,-15,-51,-49
  └─ Fixed assets purchased,-0.39,-1.38,-22.34,-16.87,-47.06,-44.48
  └─ Fixed assets sold,0.00,0.00,0.00,0.60,1.18,1.37
  └─ Investments purchased,0.00,0.00,0.00,-0.34,-7.18,0.00
  └─ Interest received,0.00,0.00,0.00,0.00,0.00,0.87
  └─ Other investing items,-0.21,-0.13,0.24,1.19,1.66,-6.54
Cash from Financing Activity,-23,-5,18,-4,64,17
  └─ Proceeds from shares,0,0,0,0,50,0
  └─ Proceeds from borrowings,0,4,28,6,30,54
  └─ Repayment of borrowings,-17,-3,0,0,0,-25
  └─ Interest paid fin,-6,-6,-10,-9,-12,-12
  └─ Other financing items,0,0,0,-1,-4,-0
Net Cash Flow,2,-2,1,-1,28,-25
  └─ Free Cash Flow,25,3,-17,2,-30,-36
  └─ CFO/OP,159%,41%,28%,76%,53%,42%
