Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,6,4,5,6,7,4,9,6,-1,2,5
  └─ Profit from operations,5.89,4.66,5.74,8.08,3.28,5.15,9.04,9.41,9.93,6.02,12.80
  └─ Receivables,3.75,-2.70,-1.36,1.40,3.94,-5.48,2.72,-1.96,-5.34,2.92,-7.10
  └─ Inventory,-1.60,-1.74,-0.93,0.80,-1.66,-0.80,-0.39,-0.86,-3.12,-5.39,-13.30
  └─ Payables,0.18,3.25,0.78,-2.54,2.76,3.86,-2.09,1.66,-0.82,-0.77,15.13
  └─ Loans Advances,-0.11,0.18,0.29,-0.52,0.75,0.00,0.00,0.00,-0.01,0.00,-0.31
  └─ Other WC items,-7.56,-4.03,0.51,-0.22,-1.89,1.72,0.31,-1.67,-1.26,-1.05,-2.10
  └─ Working capital changes,-5.33,-5.05,-0.70,-1.09,3.91,-0.70,0.56,-2.84,-10.56,-4.29,-7.68
  └─ Direct taxes,0.00,0.00,-0.01,-0.53,-0.01,-0.05,-0.44,-0.96,0.09,-0.10,-0.11
  └─ Other operating items,5.88,4.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Investing Activity,-3,-2,-1,-6,-11,-4,-6,-5,-7,-13,-9
  └─ Fixed assets purchased,-2.28,-1.17,-1.12,-6.16,-13.21,-4.60,-5.73,-11.59,-7.06,-12.69,-12.70
  └─ Fixed assets sold,0.00,0.00,0.07,0.95,0.86,0.33,0.00,6.15,0.12,0.00,4.93
  └─ Capital WIP,0.00,0.00,0.00,-0.55,0.54,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,0.00,0.00,0.00,-0.15,-0.59,-0.03,-0.11,0.00,-0.65,0.00,-1.86
  └─ Interest received,0.16,0.13,0.04,0.00,0.00,0.07,0.15,0.02,0.13,0.07,0.11
  └─ Dividends received,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80
  └─ Other investing items,-0.57,-0.62,0.06,-0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Financing Activity,-4,-3,-4,1,3,1,-5,2,5,11,4
  └─ Proceeds from shares,0.00,0.00,0.00,5.19,0.00,0.00,0.00,0.00,8.56,8.80,0.75
  └─ Proceeds from borrowings,0.64,0.26,0.00,0.00,5.66,3.20,2.27,5.99,3.11,4.62,11.23
  └─ Repayment of borrowings,-2.00,-0.25,-1.82,-1.41,-1.11,0.00,-4.44,-0.22,-1.47,0.00,-3.33
  └─ Interest paid fin,-2.61,-2.63,-2.22,-2.39,-1.71,-1.89,-2.19,-2.50,-3.86,-3.99,-5.02
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-0.51,-0.62,-0.78,-0.70,-0.74,0.00
  └─ Application money refund,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00
  └─ Other financing items,0.00,-0.05,0.00,0.00,-0.01,-0.05,-0.08,0.00,-0.74,-0.16,0.06
Net Cash Flow,-0,-0,0,1,-1,1,-2,3,-3,0,-0
  └─ Free Cash Flow,4,3,4,1,-5,0,3,0,-7,-11,-3
  └─ CFO/OP,115%,99%,88%,87%,217%,86%,105%,70%,-7%,30%,44%
