Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,26,6,8,-15,19,-2,30,24,21,17
  └─ Profit from operations,5.32,3.97,1.67,16.26,10.58,16.53,17.04,31.30,30.45,32.03
  └─ Receivables,-0.10,1.96,-1.30,-20.10,2.76,-3.49,-7.09,-14.44,-5.90,0.57
  └─ Inventory,0.05,0.00,0.00,-6.66,4.80,-1.46,1.53,-6.05,1.29,-2.05
  └─ Payables,1.38,1.94,-0.11,6.07,-2.57,8.21,-11.62,7.84,-2.90,2.91
  └─ Loans Advances,-0.68,-5.16,5.24,-7.40,-2.21,10.17,0.00,0.00,0.00,0.00
  └─ Other WC items,21.76,2.91,5.78,2.22,0.24,-32.81,24.97,9.39,-0.87,-12.81
  └─ Working capital changes,22.40,1.64,9.61,-25.87,3.02,-19.38,7.80,-3.25,-8.39,-11.38
  └─ Direct taxes,-2.17,0.32,-3.77,-5.78,5.34,0.56,4.92,-4.21,-1.44,-3.37
Cash from Investing Activity,-19,2,-63,-5,-6,-5,-34,-42,14,-7
  └─ Fixed assets purchased,-0.61,-0.65,-89.66,-2.09,-2.71,-14.84,-42.00,-50.73,-16.40,-5.97
  └─ Fixed assets sold,0.01,0.01,0.00,0.00,0.00,0.00,5.07,1.99,1.36,0.00
  └─ Capital WIP,0.00,0.00,-0.05,0.05,0.00,0.00,0.57,-7.24,4.17,-3.22
  └─ Investments purchased,-31.54,0.00,-2.46,-4.76,-0.38,-1.50,-0.79,0.00,-0.47,-0.05
  └─ Investments sold,10.10,23.51,2.15,1.24,0.00,0.00,0.00,0.58,35.60,0.00
  └─ Interest received,2.09,2.92,2.77,0.47,0.32,1.06,0.78,2.98,1.59,1.32
  └─ Dividends received,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,-23.81,23.81,0.00,-3.58,10.55,2.56,10.77,-11.92,0.46
Cash from Financing Activity,-1,-2,42,21,-0,-4,16,13,-41,-1
  └─ Proceeds from shares,0.00,0.00,0.01,6.87,0.00,0.00,0.00,0.08,8.13,22.81
  └─ Proceeds from borrowings,0.00,0.00,43.98,17.95,8.30,4.96,26.00,29.44,0.30,1.94
  └─ Repayment of borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-31.22,-14.49
  └─ Investment subsidy,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,-0.06,-0.77,-0.40,-8.14,-7.73,-7.70,-9.05,-14.17,-13.58,-10.59
  └─ Dividends paid,-1.46,-1.46,-1.46,-1.46,-0.25,-0.27,0.00,0.00,0.00,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,-0.39,-0.70,0.00,-0.23,0.00,-0.96
  └─ Other financing items,0.00,0.00,0.00,5.96,-0.02,0.00,-0.60,-1.95,-4.65,0.01
Net Cash Flow,5,6,-14,1,12,-11,12,-5,-6,9
  └─ Free Cash Flow,25,5,-82,-17,16,-17,-7,-32,10,8
  └─ CFO/OP,535%,169%,2128%,-69%,146%,-18%,155%,98%,75%,67%
