Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-6,-33,30,-37
  └─ Profit from operations,2,6,10,34
  └─ Receivables,-0,-7,-3,-70
  └─ Inventory,-2,-7,-2,-6
  └─ Payables,-1,3,17,8
  └─ Loans Advances,-5,-27,5,0
  └─ Other WC items,1,-2,5,0
  └─ Working capital changes,-8,-39,21,-68
  └─ Direct taxes,-0,-0,-0,-3
  └─ Advance tax,0,0,-1,0
Cash from Investing Activity,-1,-4,-67,-16
  └─ Fixed assets purchased,-0.85,-5.32,-67.93,-14.62
  └─ Fixed assets sold,0.00,0.00,0.02,0.00
  └─ Investments purchased,-0.41,0.00,-1.50,-2.70
  └─ Interest received,0.04,1.24,2.29,1.49
Cash from Financing Activity,7,42,36,59
  └─ Proceeds from shares,0.00,22.60,0.00,0.00
  └─ Proceeds from borrowings,1.37,0.18,15.49,16.10
  └─ Repayment of borrowings,-1.02,-1.76,-0.58,0.00
  └─ Interest paid fin,-0.51,-0.60,-1.03,-3.16
  └─ Other financing items,7.45,22.07,21.84,45.96
Net Cash Flow,0,5,-2,6
  └─ Free Cash Flow,-7,-39,-38,-51
  └─ CFO/OP,-270%,-586%,378%,-120%
