Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-1378,-2228,-455,-2713,-3290,-4734,1125,-2770
  └─ Profit from operations,595,683,833,1036,1492,2281,2545,-1112
  └─ Receivables,5,-0,0,0,0,0,0,0
  └─ Payables,69,-23,94,57,45,-47,-96,38
  └─ Loans Advances,-1801,-2754,-1311,-3775,-4674,-6536,-1054,-5472
  └─ Operating investments,0,1,0,0,0,0,0,0
  └─ Other WC items,-64,29,44,88,87,130,75,73
  └─ Working capital changes,-1791,-2747,-1173,-3630,-4542,-6454,-1074,-5361
  └─ Direct taxes,-182,-164,-115,-120,-240,-561,-346,-196
  └─ Other operating items,0,0,0,0,0,0,0,3899
Cash from Investing Activity,-7,-638,24,-33,-314,-994,708,-101
  └─ Fixed assets purchased,-18,-22,-15,-28,-17,-20,-34,-18
  └─ Fixed assets sold,0,0,0,0,0,0,0,0
  └─ Investments purchased,-7056,-9241,-8207,-7349,-7987,-12801,-6385,-10331
  └─ Investments sold,7067,9286,8272,7367,7573,11898,7025,10221
  └─ Interest received,0,0,0,0,0,0,0,29
  └─ Dividends received,0,0,0,0,0,0,0,0
  └─ Invest in subsidiaries,0,-661,-1,0,0,0,0,0
  └─ Other investing items,0,0,-26,-23,117,-71,102,-2
Cash from Financing Activity,1829,2921,2146,1967,3365,5494,-1669,2751
  └─ Proceeds from shares,631,4,803,3,5,15,18,32
  └─ Proceeds from debentures,0,72,0,0,256,0,0,0
  └─ Redemption of debentures,-223,0,0,-257,0,0,0,0
  └─ Proceeds from borrowings,1340,3030,1376,2264,3123,14378,9300,14476
  └─ Repayment of borrowings,-47,-11,0,-25,-0,-8875,-10795,-11721
  └─ Dividends paid,0,0,0,0,0,0,-159,0
  └─ Financial liabilities,0,0,-18,-18,-19,-24,-33,-36
  └─ Other financing items,129,-174,-14,0,0,0,0,0
Net Cash Flow,444,54,1715,-780,-239,-234,164,-120
  └─ Free Cash Flow,-1396,-2250,-469,-2741,-3307,-4754,1092,-2787
  └─ CFO/OP,-130%,-194%,-29%,-181%,-132%,-112%,54%,-86%
