Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,7,5,12,12,13,9,9,12,9,12,17
  └─ Profit from operations,10.01,7.10,15.76,18.84,2.03,6.09,9.19,17.38,14.09,14.76,19.98
  └─ Receivables,0.10,-2.24,-13.55,-0.02,10.08,-6.46,0.02,-1.25,-4.08,-3.06,-3.91
  └─ Inventory,6.44,-1.31,3.03,-2.81,4.54,-8.73,1.33,-4.58,1.43,2.86,-9.14
  └─ Payables,-0.89,7.58,0.85,0.13,-0.67,10.22,0.11,0.42,1.07,-1.10,21.02
  └─ Loans Advances,0.00,0.00,-0.02,0.00,0.03,0.01,-0.01,0.00,0.02,-0.01,0.01
  └─ Operating borrowings,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,-4.82,-6.72,10.30,1.88,-3.12,3.75,0.48,2.55,-1.67,0.00,-7.71
  └─ Working capital changes,0.84,-2.68,0.61,-0.82,10.86,-1.20,1.92,-2.86,-3.22,-1.31,0.27
  └─ Direct taxes,-3.39,1.04,-4.31,-5.75,-0.29,4.00,-2.29,-2.98,-1.90,-1.16,-3.39
Cash from Investing Activity,-5,-2,-10,-9,-9,-7,-6,-7,-4,-5,-8
  └─ Fixed assets purchased,-4.61,-5.68,-8.05,-10.79,-16.76,-11.11,-12.56,-9.58,-7.43,-10.37,-14.18
  └─ Fixed assets sold,0.12,0.04,0.01,0.04,-0.00,-0.00,-0.00,-0.00,-0.00,0.13,0.28
  └─ Investments purchased,-14.90,-0.00,-2.88,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
  └─ Investments sold,12.05,0.42,-0.00,0.26,0.58,2.97,4.60,0.24,-0.00,1.51,2.44
  └─ Interest received,-0.00,-0.00,1.27,0.91,4.09,1.30,1.38,2.69,3.19,3.46,3.53
  └─ Dividends received,1.82,2.24,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
  └─ Inter corporate deposits,0.25,1.36,-0.06,0.19,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
  └─ Other investing items,-0.00,0.07,0.03,0.22,2.93,0.01,0.97,-0.09,0.10,-0.14,-0.03
Cash from Financing Activity,-4,-4,-4,-4,-5,-2,-3,-4,-6,-6,-8
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,0.00,1.65,0.38,0.00,0.26,0.07,0.00
  └─ Repayment of borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,-2.44
  └─ Interest paid fin,-0.20,-0.16,-0.04,-0.03,-0.03,-0.43,-0.39,-0.46,-0.56,-0.49,-0.14
  └─ Dividends paid,-3.46,-3.46,-3.48,-4.15,-4.77,-2.69,-3.07,-3.05,-4.78,-4.78,-4.97
  └─ Financial liabilities,0.00,0.00,0.00,0.00,-0.47,-0.48,-0.14,-0.78,-1.00,-1.05,-0.54
Net Cash Flow,-1,0,-1,-1,-2,0,-0,0,-1,1,1
  └─ Free Cash Flow,3,-0,4,2,-4,-2,-4,2,2,2,3
  └─ CFO/OP,123%,77%,121%,108%,9915%,104%,138%,89%,87%,92%,110%
