Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-1,-4,11,
  └─ Profit from operations,13.86,10.91,12.04,
  └─ Receivables,-15.42,-6.39,-4.12,
  └─ Inventory,-7.53,-4.07,-8.98,
  └─ Payables,7.24,-5.68,13.02,
  └─ Other WC items,1.52,3.04,-0.62,
  └─ Working capital changes,-14.20,-13.10,-0.70,
  └─ Direct taxes,-0.83,-1.69,-0.23,
Cash from Investing Activity,-9,-17,-26,
  └─ Fixed assets purchased,-8.02,-15.26,-23.17,
  └─ Fixed assets sold,0.00,0.17,0.01,
  └─ Investment in group cos,0.00,-0.30,-0.21,
  └─ Other investing items,-1.26,-1.82,-3.10,
Cash from Financing Activity,10,22,15,
  └─ Proceeds from shares,0.28,0.45,0.68,
  └─ Proceeds from borrowings,13.27,15.66,15.26,
  └─ Interest paid fin,-3.29,-4.62,-5.70,
  └─ Share application money,0.00,8.67,0.00,
  └─ Other financing items,0.00,1.56,4.69,
Net Cash Flow,-0,1,-0,
  └─ Free Cash Flow,-9,-19,-12,
  └─ CFO/OP,-3%,-25%,97%,
