Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,4,-6,5,12,7,19,28,31
  └─ Profit from operations,16.99,14.79,11.41,15.86,22.26,23.49,26.63,46.13
  └─ Receivables,1.78,-17.63,2.45,4.86,2.06,-20.94,0.81,5.60
  └─ Inventory,0.00,0.00,0.00,0.00,0.00,7.10,-6.04,0.00
  └─ Payables,-7.58,3.26,3.27,0.79,-3.32,4.36,10.55,-7.13
  └─ Loans Advances,-3.14,-4.79,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,0.00,0.00,-8.47,-6.66,-11.08,4.80,-0.67,-8.93
  └─ Working capital changes,-8.94,-19.16,-2.75,-1.01,-12.33,-4.68,4.64,-10.46
  └─ Direct taxes,-4.42,-1.90,-3.20,-3.25,-2.52,-0.11,-3.31,-4.41
Cash from Investing Activity,-19,-5,-7,-16,-25,-22,-64,-13
  └─ Fixed assets purchased,-5.49,-6.78,-11.24,-16.22,-16.60,-22.18,-35.36,-32.57
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00
  └─ Investments purchased,-10.90,-11.00,0.00,-0.44,-4.61,-1.71,0.00,0.00
  └─ Investments sold,0.00,13.37,3.66,0.00,0.00,0.00,6.20,1.50
  └─ Interest received,0.24,0.10,0.74,0.08,0.24,0.25,0.60,3.07
  └─ Dividends received,0.20,0.20,0.09,0.13,0.00,0.00,0.00,0.00
  └─ Acquisition of companies,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.58
  └─ Other investing items,-2.60,-1.27,0.23,0.06,-3.89,1.47,-35.48,15.72
Cash from Financing Activity,15,10,1,5,18,4,37,-8
  └─ Proceeds from shares,16.42,0.00,0.00,10.01,14.54,18.75,40.01,0.04
  └─ Proceeds from borrowings,6.25,15.94,5.04,1.45,12.93,4.16,11.37,9.35
  └─ Repayment of borrowings,-5.55,-3.60,-1.08,-2.06,-4.75,-12.83,-8.31,-12.05
  └─ Interest paid fin,-1.52,-1.39,-2.23,-3.17,-3.45,-3.80,-4.28,-3.44
  └─ Financial liabilities,0.00,0.00,-0.55,-1.06,-1.71,-1.52,-1.55,-1.79
  └─ Share application money,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,-0.56,-0.56,0.00,0.00,0.00,-0.75,0.00,-0.60
Net Cash Flow,0,-1,0,0,0,1,1,10
  └─ Free Cash Flow,-2,-13,-6,-5,-9,-3,-7,-1
  └─ CFO/OP,51%,-31%,73%,96%,51%,87%,139%,111%
