Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,501,875,779,651,553,849,1174,709,1383,825,1135,992
  └─ Profit from operations,830,886,830,879,990,1077,1867,2180,1698,1317,1550,1545
  └─ Receivables,-39,23,-192,-281,-121,42,-546,-1109,279,-205,-314,-110
  └─ Inventory,-50,40,-58,-118,-47,-11,-296,-681,-479,393,-618,127
  └─ Payables,-182,23,175,239,-91,23,295,600,210,-107,240,169
  └─ Loans Advances,0,53,0,0,0,0,0,0,0,0,0,-626
  └─ Other WC items,0,-18,105,-32,-122,-196,-9,-54,-39,-400,422,-4
  └─ Working capital changes,-272,120,31,-192,-380,-143,-555,-1244,-30,-319,-269,-444
  └─ Direct taxes,-39,-46,-54,-43,-48,-102,-181,-228,-285,-173,-146,-108
  └─ Other operating items,0,-85,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional CF items,-18,0,-28,7,-9,16,44,0,0,0,0,0
Cash from Investing Activity,-197,-437,-669,-427,-344,-2062,-1095,-952,-1172,-1619,-1732,-2015
  └─ Fixed assets purchased,-224,-503,-762,-477,-385,-2186,-1121,-983,-1299,-1637,-1731,-2049
  └─ Fixed assets sold,24,34,1,39,2,109,6,20,21,2,6,7
  └─ Investments purchased,0,-1,0,0,-7,-9,0,-59,-2,-64,-87,0
  └─ Investments sold,0,0,7,15,43,0,0,0,48,16,15,0
  └─ Interest received,13,30,15,10,9,8,10,22,31,81,92,70
  └─ Dividends received,0,1,0,0,0,0,0,28,0,11,10,9
  └─ Other investing items,-11,3,70,-13,-6,16,11,20,29,-28,-36,-51
Cash from Financing Activity,-319,-242,-202,-205,-237,1369,134,216,292,776,678,941
  └─ Proceeds from borrowings,0,0,0,0,0,1619,394,577,932,1225,1396,1737
  └─ Repayment of borrowings,0,0,0,0,-1,0,0,0,0,0,0,0
  └─ Interest paid fin,-187,-177,-187,-197,-218,-222,-235,-315,-452,-396,-648,-753
  └─ Dividends paid,-18,-20,-23,-25,-14,-14,-14,-18,-22,-22,-7,-22
  └─ Financial liabilities,0,0,0,0,0,-12,-11,-29,-166,-31,-63,-21
  └─ Other financing items,-114,-45,8,17,-3,-2,0,0,0,0,0,0
Net Cash Flow,-15,196,-92,19,-27,155,214,-28,503,-18,80,-82
  └─ Free Cash Flow,301,406,18,212,170,-1228,59,-255,105,-809,-591,-1050
  └─ CFO/OP,74%,114%,95%,79%,61%,88%,75%,43%,95%,72%,76%,59%
