Metric,Mar 2017,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,57,67,2,13,50
  └─ Profit from operations,69.52,10.19,12.12,35.94,42.77
  └─ Receivables,-17.70,3.51,-9.78,-8.08,6.84
  └─ Inventory,-19.25,41.09,1.85,-17.87,12.71
  └─ Payables,24.81,10.57,-3.77,3.25,-12.73
  └─ Loans Advances,-1.02,0.00,0.00,0.00,0.00
  └─ Other WC items,10.30,2.93,0.75,0.22,3.47
  └─ Working capital changes,-2.85,58.10,-10.95,-22.48,10.30
  └─ Direct taxes,-9.52,-1.12,1.25,-0.13,-3.27
Cash from Investing Activity,-15,-6,4,-5,3
  └─ Fixed assets purchased,-17.65,-27.54,-6.93,-4.45,-4.13
  └─ Fixed assets sold,2.55,22.48,9.37,0.32,6.48
  └─ Investments purchased,-0.02,-1.22,0.00,0.00,-0.03
  └─ Investments sold,0.06,0.00,1.58,0.00,0.03
  └─ Investment income,0.08,0.00,0.00,0.00,0.00
  └─ Interest received,0.46,0.65,0.82,0.57,0.52
  └─ Dividends received,0.01,0.05,0.02,0.00,0.23
  └─ Other investing items,0.00,0.00,-1.31,-1.61,0.18
Cash from Financing Activity,-39,-64,-12,-10,-45
  └─ Proceeds from borrowings,12.60,0.00,13.94,6.99,0.00
  └─ Repayment of borrowings,-22.27,-46.56,-12.65,-3.22,-29.67
  └─ Interest paid fin,-26.91,-13.10,-10.58,-11.22,-11.29
  └─ Dividends paid,-2.38,-1.81,0.00,0.00,-0.78
  └─ Financial liabilities,0.00,-4.74,-2.79,-2.75,-2.92
  └─ Other financing items,-0.51,2.37,0.00,0.00,0.00
Net Cash Flow,3,-2,-6,-2,8
  └─ Free Cash Flow,42,62,5,9,52
  └─ CFO/OP,96%,902%,13%,39%,156%
