Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,5,10,11,-23,19,2,-4,-16
  └─ Profit from operations,24,44,31,-3,-5,16,21,26
  └─ Receivables,-33,-22,-11,-5,39,-32,-34,-76
  └─ Inventory,9,-10,2,-2,-4,-4,3,5
  └─ Payables,15,14,1,-2,-3,7,12,26
  └─ Other WC items,-4,-4,-3,-9,-7,13,-4,3
  └─ Working capital changes,-14,-22,-11,-18,25,-15,-23,-42
  └─ Direct taxes,-6,-12,-8,-2,-2,1,-2,0
Cash from Investing Activity,-3,-2,-1,-1,-2,-2,-2,-2
  └─ Fixed assets purchased,-2.24,-3.10,-1.38,-0.82,-2.18,-2.48,-1.96,-2.17
  └─ Fixed assets sold,0.03,0.00,0.02,0.14,0.03,0.06,0.06,0.00
  └─ Investments purchased,-19.45,-20.50,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,17.73,20.56,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.22,0.15,0.21,0.09,0.17,0.10,0.20,0.10
  └─ Other investing items,1.20,0.79,0.09,-0.37,-0.42,0.65,0.17,-0.02
Cash from Financing Activity,-3,3,-17,20,-12,-4,7,17
  └─ Proceeds from shares,0,0,0,0,0,0,0,0
  └─ Proceeds from borrowings,0,13,3,25,0,0,20,125
  └─ Repayment of borrowings,-0,-3,-16,0,-10,0,-10,-105
  └─ Interest paid fin,-1,-3,-0,-2,-2,-4,-2,-3
  └─ Dividends paid,-2,-3,-3,-3,0,0,0,0
  └─ Financial liabilities,0,-0,-0,-0,0,-0,-0,-0
  └─ Application money refund,0,0,-0,0,0,0,0,0
Net Cash Flow,-0,11,-7,-4,4,-4,1,-2
  └─ Free Cash Flow,3,7,10,-24,17,-1,-6,-18
  └─ CFO/OP,51%,60%,75%,356%,-152%,15%,-18%,-76%
