Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,-0.27,-16.22,-2.45,-0.74
  └─ Profit from operations,,3.25,3.80,3.75,3.08
  └─ Receivables,,0.95,-11.84,-1.22,-11.75
  └─ Inventory,,-3.95,-3.27,-4.51,-1.48
  └─ Payables,,-2.94,-1.50,0.15,5.38
  └─ Other WC items,,2.97,-2.75,0.10,4.84
  └─ Working capital changes,,-2.96,-19.37,-5.48,-3.02
  └─ Direct taxes,,-0.56,-0.65,-0.72,-0.80
Cash from Investing Activity,,0.06,0.00,-0.01,-0.26
  └─ Fixed assets purchased,,0.00,-0.02,-0.06,-0.24
  └─ Interest received,,0.06,0.01,0.06,0.08
  └─ Other investing items,,0.00,0.00,0.00,-0.10
Cash from Financing Activity,,0.24,17.60,1.22,0.93
  └─ Proceeds from shares,,0.00,17.13,0.00,0.00
  └─ Proceeds from borrowings,,0.65,1.81,2.65,2.21
  └─ Interest paid fin,,-0.41,-1.33,-1.44,-1.28
Net Cash Flow,,0.03,1.38,-1.23,-0.07
  └─ Free Cash Flow,,-0.27,-16.24,-2.51,-0.98
  └─ CFO/OP,,59%,-599%,-136%,-10%
