Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,31,24,42,44,60,63,82
  └─ Profit from operations,35,28,49,46,73,84,97
  └─ Receivables,-1,-3,-1,2,-5,-7,-9
  └─ Inventory,0,1,-2,0,-1,-1,-0
  └─ Payables,3,-0,1,0,0,-1,7
  └─ Other WC items,0,-1,-1,2,1,-1,-0
  └─ Working capital changes,3,-3,-2,5,-4,-10,-2
  └─ Interest paid,-0,-1,0,0,0,0,0
  └─ Direct taxes,-7,-2,-4,-7,-9,-11,-13
Cash from Investing Activity,-20,-28,-44,-21,-35,-40,-52
  └─ Fixed assets purchased,-16,-15,-19,-13,-45,-42,-67
  └─ Fixed assets sold,0,0,0,1,3,0,0
  └─ Investments purchased,-8,-5,0,0,0,-1,0
  └─ Investments sold,4,6,0,0,0,0,0
  └─ Interest received,0,1,0,3,3,4,3
  └─ Acquisition of companies,0,0,0,0,0,0,-3
  └─ Other investing items,-1,-13,-25,-11,5,-0,16
Cash from Financing Activity,-10,3,1,-24,-25,-24,-29
  └─ Proceeds from borrowings,0.00,4.83,2.59,2.05,0.50,0.00,0.08
  └─ Repayment of borrowings,-8.62,0.00,0.00,-7.07,-5.87,-2.81,-4.37
  └─ Interest paid fin,-1.54,-1.62,-1.50,-1.30,-0.91,-0.64,-0.29
  └─ Financial liabilities,0.00,0.00,0.00,-18.01,-19.55,-20.70,-24.12
  └─ Other financing items,0.00,0.00,0.00,0.00,0.70,0.10,0.00
Net Cash Flow,1,-1,-0,-1,0,-0,1
  └─ Free Cash Flow,15,8,23,32,18,21,15
  └─ CFO/OP,111%,100%,97%,109%,95%,90%,100%
