Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,21,16,6,-21,23
  └─ Profit from operations,21.15,22.91,26.69,28.61,29.70
  └─ Receivables,2.36,9.33,-14.46,-23.47,-4.77
  └─ Payables,1.27,-13.65,0.90,0.73,3.61
  └─ Loans Advances,0.46,-0.02,-0.97,-9.51,-12.31
  └─ Other WC items,-2.13,0.36,-1.59,-14.18,10.17
  └─ Working capital changes,1.96,-3.97,-16.11,-46.43,-3.29
  └─ Direct taxes,-1.95,-3.36,-4.59,-3.20,-3.55
Cash from Investing Activity,-7,-4,-10,-50,-34
  └─ Fixed assets purchased,-4.69,-3.30,-9.82,-37.37,-39.19
  └─ Fixed assets sold,0.01,0.06,0.11,0.00,0.00
  └─ Investments purchased,0.00,0.00,0.00,-5.08,0.00
  └─ Investments sold,0.01,0.02,0.12,0.00,5.05
  └─ Interest received,0.00,0.02,0.02,0.28,0.54
  └─ Other investing items,-2.01,-0.86,0.07,-7.52,-0.05
Cash from Financing Activity,-15,-11,8,69,10
  └─ Proceeds from borrowings,0.00,0.00,6.36,20.55,16.87
  └─ Repayment of borrowings,-10.39,-7.73,0.00,0.00,0.00
  └─ Interest paid fin,-5.20,-3.55,-3.31,-4.14,-6.51
  └─ Application money refund,0.00,0.00,5.00,52.66,0.00
  └─ Other financing items,0.85,0.31,-0.41,0.01,0.00
Net Cash Flow,-0,1,4,-2,-0
  └─ Free Cash Flow,16,12,-4,-58,-16
  └─ CFO/OP,109%,84%,40%,-68%,89%
