Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-208,-71,555,-40,-195,227,95,-267,96,237,540,939
  └─ Profit from operations,19,125,78,80,-129,94,185,74,-610,145,-109,408
  └─ Receivables,21,-101,-12,7,108,-1,5,-151,155,8,-173,-43
  └─ Inventory,-601,-357,-149,-397,655,65,-85,45,888,-77,674,614
  └─ Payables,0,4,6,47,-32,-19,-32,16,-7,29,83,-28
  └─ Loans Advances,-115,0,0,0,0,0,0,0,0,0,0,0
  └─ Operating borrowings,0,28,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,487,229,632,223,-793,117,18,-252,-328,134,79,4
  └─ Working capital changes,-208,-196,478,-121,-62,162,-95,-342,707,94,663,548
  └─ Direct taxes,-27,-0,-2,0,-4,-29,5,1,-1,-2,-14,0
  └─ Other operating items,0,0,0,0,0,0,0,0,0,0,0,-17
  └─ Exceptional CF items,7,0,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activity,-231,-394,-588,165,-36,-160,-165,275,-200,486,-689,-336
  └─ Fixed assets purchased,-11,-8,-173,-0,0,-9,0,0,-1,-52,-104,-14
  └─ Fixed assets sold,0,0,0,1,4,0,26,4,0,0,0,0
  └─ Investments purchased,-5,-41,0,-141,-5,-56,0,-20,0,0,0,0
  └─ Investments sold,67,0,23,0,0,0,79,0,0,0,0,265
  └─ Interest received,7,64,84,7,1,1,0,1,1,4,13,6
  └─ Dividends received,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Invest in subsidiaries,-0,0,0,0,0,0,0,0,0,0,0,0
  └─ Investment in group cos,-19,0,0,0,0,0,0,0,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,0,0,3100,40,0
  └─ Acquisition of companies,0,0,0,0,0,0,0,0,-119,-2761,-434,0
  └─ Other investing items,-269,-409,-522,298,-36,-96,-271,290,-81,196,-204,-593
Cash from Financing Activity,417,472,-94,-102,326,-63,75,86,52,18,-595,-580
  └─ Proceeds from shares,0,0,0,0,0,0,0,0,0,0,0,3
  └─ Proceeds from borrowings,0,555,434,169,519,119,381,225,0,0,0,214
  └─ Repayment of borrowings,0,0,-203,-128,0,-20,0,-340,-206,-1325,-128,-704
  └─ Proceeds from deposits,128,0,0,0,0,0,0,0,0,0,0,0
  └─ Interest paid fin,-121,-86,-254,-129,-191,-162,-279,-235,-98,-311,-470,-79
  └─ Other financing items,410,3,-71,-14,-2,-0,-26,437,356,1654,3,-15
Net Cash Flow,-22,7,-127,22,95,5,5,94,-52,741,-743,22
  └─ Free Cash Flow,-219,-79,381,-40,-191,218,121,-263,95,184,436,925
  └─ CFO/OP,-1083%,121%,-670%,17%,190%,-109%,-83%,274%,-14%,844%,-465%,3764%
