Metric,Mar 2006,Mar 2007,Mar 2008
Cash from Operating Activity,6.89,10.29,9.25
  └─ Profit from operations,13.50,16.42,19.34
  └─ Receivables,0.79,-0.20,-4.44
  └─ Payables,-1.74,-0.86,1.11
  └─ Working capital changes,-0.95,-1.06,-3.33
  └─ Interest paid,-3.82,-4.50,-6.64
  └─ Direct taxes,-1.84,-0.47,-0.05
  └─ Other operating items,0.00,-0.10,-0.07
Cash from Investing Activity,-14.73,-26.96,-7.83
  └─ Fixed assets purchased,-14.86,-27.14,-8.29
  └─ Fixed assets sold,0.10,0.11,0.40
  └─ Interest received,0.03,0.07,0.06
Cash from Financing Activity,3.34,15.99,-1.88
  └─ Proceeds from borrowings,3.36,16.81,0.00
  └─ Repayment of borrowings,0.00,0.00,-0.61
  └─ Dividends paid,0.00,-0.82,-1.27
  └─ Other financing items,-0.02,0.00,0.00
Net Cash Flow,-4.50,-0.68,-0.46
  └─ Free Cash Flow,-7.87,-16.74,1.36
  └─ CFO/OP,64%,65%,50%
