Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0,-5,15,40,-25,30
  └─ Profit from operations,31,49,72,78,90,46
  └─ Receivables,-10,-1,-45,34,-96,65
  └─ Inventory,-17,-39,-8,-32,8,-68
  └─ Payables,5,0,4,-2,4,2
  └─ Other WC items,-1,-4,10,-22,-6,-6
  └─ Working capital changes,-24,-43,-39,-22,-89,-5
  └─ Interest paid,-0,0,0,0,0,0
  └─ Direct taxes,-8,-11,-18,-16,-26,-11
Cash from Investing Activity,-5,-15,-18,-50,-92,-101
  └─ Fixed assets purchased,-5,-14,-14,-39,-105,-95
  └─ Fixed assets sold,0,0,0,0,0,0
  └─ Interest received,0,0,0,1,1,0
  └─ Dividends received,0,0,0,0,0,0
  └─ Other investing items,0,-0,-3,-12,12,-7
Cash from Financing Activity,7,18,6,15,103,78
  └─ Proceeds from shares,0,0,0,0,0,165
  └─ Proceeds from borrowings,6,278,302,24,119,0
  └─ Repayment of borrowings,0,-257,-290,-2,-8,-74
  └─ Interest paid fin,-2,-3,-6,-6,-8,-12
  └─ Financial liabilities,0,-0,-0,-1,-1,-1
  └─ Other financing items,4,0,0,0,0,0
Net Cash Flow,2,-2,4,5,-15,6
  └─ Free Cash Flow,-6,-19,1,1,-130,-65
  └─ CFO/OP,24%,12%,50%,71%,1%,100%
